Script started on 2025-11-15 12:14:48+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
 1496424    16340    20715   98.92%           27       8756
 1553478    11645    20217   99.26%           27       8855
 1508484    10500    19113   99.31%           27       8881
 1522923    13401    21607   99.13%           27       8833
 1401161    56430    32726   96.13%           27       8846
 1332636    63931    51327   95.42%           27       8717
 1553769    39028    26783   97.55%           27       8924
 1723426    12836    18526   99.26%           27       8954
 1674739    11885    19102   99.30%           27       9049
 1706452    10846    18058   99.37%           27       9072
 1625294    26293    17248   98.41%           27       8630
 1646007    35520    13004   97.89%           27       8782
 1646996    10669    10062   99.36%           27       8832
 1727815     4145     9179   99.76%           27       8857
 1682635     2205     8875   99.87%           27       8873
 1719418     1433     8539   99.92%           27       8886
 1695126     1294     8567   99.92%           27       8899
 1742598     1946     9065   99.89%           27       8914
 1680830     1244     8783   99.93%           27       8926
 1661691      935     8773   99.94%           27       8938
 1697360        0    11198  100.00%           27       8952
 1658098        0     9919  100.00%           27       8964
 1697701        0     9776  100.00%           27       8977
 1662654      361     9308   99.98%           27       8989
 1693229      346     9588   99.98%           27       9002
 1650877      532     9127   99.97%           27       9014
 1659123      814     9324   99.95%           27       9026
 1716199     1557    11733   99.91%           27       9043
 1677720     1211     8228   99.93%           27       9055
 1691842     1539     8753   99.91%           27       9069
 1654868     1183     8348   99.93%           27       9081
 1688320     1195     8585   99.93%           27       9094
 1639234     1506     8529   99.91%           27       9107
 1674614     1410     8648   99.92%           27       9120
 1639095     1458     8546   99.91%           27       9133
 1651726     1341     8485   99.92%           27       9146
 1576738    15706    22648   99.01%           27       9270
 1477748    66966    42168   95.66%           27       9181
 1735159    33251    35868   98.12%           27       9360
 1769369    26760    33958   98.51%           27       9443
 1751266    27745    34575   98.44%           27       9530
 1722424    30256    37303   98.27%           27       9705
 1762365    28146    34882   98.43%           27       9786
 1757295    29678    36465   98.34%           27       9954
 1717861    27975    34683   98.40%           27      10045
 1097131   113676    42934   90.61%           27       8970
 1197643    77776    38247   93.90%           27       9288
 1521182    30609    23065   98.03%           27       9456
 1632882    15107    19059   99.08%           27       9495
 1631114    12897    18871   99.22%           27       9594
 1642320    11042    17769   99.33%           27       9616
 1605505    11134    17878   99.31%           27       9640
 1504925    59066    23666   96.22%           27       9406
 1545659    22720    19219   98.55%           27       9477
 1596356    14867    19201   99.08%           27       9582
 1571558    11691    18182   99.26%           27       9608
 1594291    11653    18821   99.27%           27       9701
 1597702    10954    17696   99.32%           27       9723
 1527151    24217    19101   98.44%           27       9353
 1510622    48339    22575   96.90%           27       9523
 1534376    20468    18831   98.68%           27       9583
 1592174    14725    19038   99.08%           27       9688
 1549073    12490    18343   99.20%           27       9718
 1591526    11723    18054   99.27%           27       9718
 1444490    45355    22132   96.96%           27       9583
 1528558    19897    19619   98.72%           27       9645
 1525319    11606    21451   99.24%           27       9749
 1575359     9072    18782   99.43%           27       9770
 1532125    10302    20040   99.33%           27       9863
 1559008    11183    22523   99.29%           28       9894
 1355982    58291    56637   95.88%           28      10253
 1397440    87595    33463   94.10%           28       9667
 1657909    26435    21410   98.43%           28       9754
 1662404    15664    19300   99.07%           28       9864
 1718438    11954    18319   99.31%           28       9890
 1687632    11206    18028   99.34%           28       9914
 1720733    11255    18486   99.35%           28      10005
 1656908    26990    16714   98.40%           28       9565
 1653397    34196    12775   97.97%           28       9710
 1678962    10975    10207   99.35%           28       9763
 1725780     4042     9135   99.77%           28       9787
 1694860     2067     8855   99.88%           28       9803
 1723028     2252     9068   99.87%           28       9819
 1689139     1270     8867   99.92%           28       9832
 1678604     1240     8440   99.93%           28       9844
 1731772     1465     8595   99.92%           28       9857
 1676253     1178     8430   99.93%           28       9869
 1733691     1222     8393   99.93%           28       9881
 1708699     1160     8448   99.93%           28       9893
 1703068     1471     8926   99.91%           28       9906
 1671567     1208     8437   99.93%           28       9918
 1690270        0    10637  100.00%           28       9930
 1685979      293    12983   99.98%           28       9947
 1714447     1288     8414   99.92%           28       9960
 1659906     1477     8187   99.91%           28       9973
 1690728     1221     8577   99.93%           28       9985
 1667681     1204     8407   99.93%           28       9997
 1675269     1185     8197   99.93%           28      10009
 1699246     1715     8688   99.90%           28      10023
 1666339     1435     8609   99.91%           28      10036
 1700630     1352     8764   99.92%           28      10049
 1651532     1180     8197   99.93%           28      10061
 1578153    32792    39842   97.96%           28      10319
 1593599    67393    38484   95.94%           28      10216
 1746749    27277    33760   98.46%           28      10300
 1772620    26475    33988   98.53%           28      10381
 1759732    28650    35616   98.40%           28      10512
 1765163    29496    36157   98.36%           28      10678
 1765165    27938    34645   98.44%           28      10768
 1735756    27465    34298   98.44%           28      10855
 1638600    46191    35708   97.26%           28      10580
  950408   131930    41825   87.81%           28      10075
 1365487    46381    37361   96.71%           28      10279
 1548557    22724    21835   98.55%           28      10418
 1635230    14279    18901   99.13%           28      10455
 1573350    22531    19132   98.59%           28      10138
 1569021    37914    21783   97.64%           28      10337
 1597560    18505    18452   98.85%           28      10390
 1637976    13859    18949   99.16%           28      10491
 1597450    11468    17836   99.29%           28      10515
 1590112    11110    18069   99.31%           28      10539
 1626074    11525    18711   99.30%           28      10631
 1576943    10634    18060   99.33%           28      10652
 1618267    12176    19010   99.25%           28      10748
 1582989    11021    17979   99.31%           28      10771
 1626961    10631    17974   99.35%           28      10793
 1594299    11413    18633   99.29%           28      10885
 1521982    54461    21111   96.55%           28      10178
 1451738    59483    23654   96.06%           28      10463
 1551277    25293    19562   98.40%           28      10544
 1550742    16208    19380   98.97%           28      10655
 1587374    12533    18764   99.22%           28      10684
 1534433     9014    19307   99.42%           28      10708
 1592385     9695    20290   99.39%           28      10801
 1486807    35905    25901   97.64%           28      10421
 1451396    53267    38024   96.46%           28      10745
 1372823    62055    47380   95.68%           28      10588
 1646955    34001    25217   97.98%           28      10708
 1739584    13722    19399   99.22%           28      10810
 1706169    11107    17575   99.35%           28      10831
 1738797    11596    18677   99.34%           28      10923
 1609320    44631    21173   97.30%           28      10567
 1666134    32635    21446   98.08%           28      10743
 1660785    17136    18267   98.98%           28      10790
 1725667    12751    18267   99.27%           28      10820
 1663979    12471    18643   99.26%           28      10916
 1709508    11179    18257   99.35%           28      10940
 1712156    11485    18584   99.33%           28      11032
 1733840    11193    17799   99.36%           28      11055
 1669600    23604    18168   98.61%           29      10660
 1575959    46541    13488   97.13%           29      10675
 1679781    16123    10760   99.05%           29      10747
 1649564     4795     9910   99.71%           29      10779
 1713264        0    11518  100.00%           29      10798
 1687220      998    13277   99.94%           29      10817
 1715713     1535     8587   99.91%           29      10830
 1683564     1523     8382   99.91%           29      10844
 1723168     1297     8624   99.92%           29      10857
 1670792     1211     8550   99.93%           29      10869
 1661500     1205     8559   99.93%           29      10881
 1703156     1726     8798   99.90%           29      10895
 1668505     1419     8631   99.92%           29      10908
 1701782     1320     8547   99.92%           29      10921
 1659916     1165     8409   99.93%           29      10932
 1685139     1352     8690   99.92%           29      10944
 1653836     1190     8504   99.93%           29      10957
 1684964     1216     8892   99.93%           29      10970
 1687402     1162     8423   99.93%           29      10981
 1589065    26879    33933   98.34%           29      11193
 1548143    70822    41106   95.63%           29      11112
 1755627    27041    33829   98.48%           29      11195
 1780016    28641    35756   98.42%           29      11356
 1753634    27111    34031   98.48%           29      11440
 1753463    27374    38342   98.46%           29      11572
 1777300    26852    35699   98.51%           29      11664
 1730923    27857    36315   98.42%           29      11828
 1714740    30697    34210   98.24%           29      11754
  957301   134898    42955   87.65%           29      10955
 1384787    57747    32537   96.00%           29      11177
 1586028    25030    22403   98.45%           29      11325
 1606784    14047    18680   99.13%           29      11360
 1624526    11826    18159   99.28%           29      11443
 1601172    11548    18365   99.28%           29      11478
 1640742    10980    18140   99.34%           29      11501
 1608737    11388    18588   99.30%           29      11593
 1533378    50384    21682   96.82%           29      11127
 1513347    37503    21728   97.58%           29      11326
 1603893    19796    18594   98.78%           29      11382
 1569340    14664    18749   99.07%           29      11420
 1614592    12659    18834   99.22%           29      11516
 1575110    11458    17934   99.28%           29      11540
 1619487    11845    19038   99.27%           29      11635
 1575913    10932    17852   99.31%           29      11658
 1593355    13406    19729   99.17%           29      11523
 1433168    55898    27493   96.25%           29      11343
 1540428    26743    21306   98.29%           29      11436
 1531740    16591    23325   98.93%           29      11558
 1586636    12970    17840   99.19%           29      11585
 1542482    12609    18392   99.19%           29      11681
 1571846    10736    17501   99.32%           29      11703
 1531217    10981    17729   99.29%           29      11726
 1521754    24463    31300   98.42%           29      11918
 1295460    82633    51152   94.00%           29      11462
 1525441    65483    29068   95.88%           29      11526
 1671244    25016    20075   98.53%           29      11605
 1650956    16093    18780   99.03%           29      11650
 1715114    13297    19196   99.23%           29      11748
 1711016    11525    17843   99.33%           29      11773
 1722886    11416    18324   99.34%           29      11864
 1678778    10934    17744   99.35%           29      11886
 1681020    11527    18824   99.32%           29      11978
 1582505    58790    23045   96.42%           29      11547
 1589758    32063    20411   98.02%           29      11656
 1675358    18763    19527   98.89%           29      11777
 1633567    10334    20665   99.37%           29      11810
 1675433    10824    20452   99.36%           29      11906
 1672416     9672    18910   99.43%           29      11930
 1671691    13435    18647   99.20%           29      11784
 1616448    40323    15944   97.57%           30      11624
 1618754    14764    10031   99.10%           30      11692
 1671508     7117     9631   99.58%           30      11728
 1646438     3186     8731   99.81%           30      11749
 1683947     2154     8850   99.87%           30      11764
 1658119     1604     8678   99.90%           30      11779
 1686280     1311     8876   99.92%           30      11792
 1647905     1308     8493   99.92%           30      11804
 1682252     1229     8596   99.93%           30      11816
 1681201     1191     8456   99.93%           30      11828
 1672968     1171     8606   99.93%           30      11839
 1661507     1183     8735   99.93%           30      11852
 1652002     1175     8678   99.93%           30      11863
 1684437     1465     8621   99.91%           30      11877
 1632037     1405     8493   99.91%           30      11889
 1682618     1428     8859   99.92%           30      11902
 1548069    17961    28071   98.85%           30      12058
 1469259    67474    48195   95.61%           30      11997
 1760441    27087    34679   98.48%           30      12085
 1769773    28919    36704   98.39%           30      12253
 1698895    27335    34370   98.42%           30      12340
 1768412    27785    35976   98.45%           30      12457
 1765499    27214    35299   98.48%           30      12585
 1716904    29570    36626   98.31%           30      12717
 1758472    27826    35301   98.44%           30      12837
  978288   132728    43811   88.05%           30      11840
 1380268    62686    30821   95.66%           30      12080
 1558958    26326    22628   98.34%           30      12232
 1569263    15566    19415   99.02%           30      12275
 1640417    12870    18726   99.22%           30      12370
 1603972    11500    17944   99.29%           30      12396
 1591755    10990    17925   99.31%           30      12420
 1597877    11689    18642   99.27%           30      12514
 1520077    48339    21545   96.92%           30      12040
 1520088    38478    22004   97.53%           30      12242
 1568094    20762    19013   98.69%           30      12303
 1557262    14933    18539   99.05%           30      12343
 1600464    12807    18774   99.21%           30      12440
 1565176    11290    17893   99.28%           30      12463
 1626748    11598    18477   99.29%           30      12556
 1566062    10919    17883   99.31%           30      12578
 1597436    10656    17888   99.34%           30      12599
 1548344     8594    20866   99.45%           30      12691
 1542494    39888    24109   97.48%           30      12062
 1448479    52660    23010   96.49%           30      12321
 1524151    27605    20017   98.22%           30      12411
 1508377    17514    19078   98.85%           30      12527
 1554781    13218    17938   99.16%           30      12560
 1508429    11985    17983   99.21%           30      12587
 1590776    11703    18635   99.27%           30      12679
 1401008    50827    57118   96.50%           30      13012
 1493670    49191    30334   96.81%           30      12788
 1590118    58961    23382   96.42%           30      12356
 1613879    31479    19972   98.09%           30      12462
 1686130    21095    20514   98.76%           30      12593
 1700702    14262    18172   99.17%           30      12628
 1671241    12623    18751   99.25%           30      12725
 1700707    11407    17918   99.33%           30      12750
 1669882    11276    18119   99.33%           30      12838
 1727970    11029    17798   99.37%           30      12863
 1609420    32344    18893   98.03%           30      12323
 1606034    50344    25699   96.96%           30      12578
 1664455    22981    18859   98.64%           30      12645
 1644243    16513    18961   99.01%           30      12759
 1677576    12547    17803   99.26%           30      12787
 1647594    11644    17886   99.30%           30      12813
 1683220    12044    18743   99.29%           30      12908
 1628732    11418    17899   99.30%           30      12933
 1678902    11478    18643   99.32%           30      13025
 1605697    47132    14930   97.15%           30      12519
 1608591    24140    11636   98.52%           30      12623
 1680530     9939     9903   99.41%           30      12673
 1640624     4567     8858   99.72%           30      12698
 1687283     2662     9106   99.84%           30      12717
 1642245     1901     8746   99.88%           31      12730
 1681661     1705     9143   99.90%           31      12746
 1648999     1299     8560   99.92%           31      12758
 1694487     1225     8755   99.93%           31      12771
 1651568     1458     8603   99.91%           31      12783
 1708920     1216     8532   99.93%           31      12796
 1652165     1178     8480   99.93%           31      12806
 1660167     1865     8616   99.89%           31      12823
 1666267     1213     8462   99.93%           31      12833
 1570861    27902    34634   98.25%           31      13053
 1514613    69929    40739   95.59%           31      12968
 1767421    25985    32885   98.55%           31      13042
 1742907    27980    34711   98.42%           31      13198
 1688418    29538    36355   98.28%           31      13306
 1750094    24029    36403   98.65%           31      13390
 1795849    29062    41209   98.41%           31      13564
 1721825    28684    34786   98.36%           31      13669
 1630909    45919    33950   97.26%           31      13174
 1053634   125119    41957   89.39%           31      12841
 1467502    52676    28673   96.53%           31      13036
 1585109    24394    22422   98.48%           31      13182
 1595061    14724    19268   99.09%           31      13221
 1619942    12408    18350   99.24%           31      13250
 1597005    11830    18760   99.26%           31      13344
 1623019    10455    17593   99.36%           31      13363
 1621626    11983    18770   99.27%           31      13458
 1625165    10890    18198   99.33%           31      13480
 1570590    18620    18592   98.83%           31      13271
 1466694    65782    24647   95.71%           31      13069
 1517271    30987    22552   98.00%           31      13176
 1576538    20303    19625   98.73%           31      13307
 1556684    14209    17951   99.10%           31      13342
 1607313    12718    18891   99.21%           31      13436
 1559166    11702    18005   99.26%           31      13465
 1600307    11280    17703   99.30%           31      13489
 1586487    11483    18181   99.28%           31      13579
 1540490    41225    20751   97.39%           31      13075
 1473464    41294    22185   97.27%           31      13291
 1528288    22126    19004   98.57%           31      13357
 1547034    15201    18332   99.03%           31      13397
 1540278    13781    18421   99.11%           31      13497
 1531752    11808    18169   99.24%           31      13524
 1538489    20384    27139   98.69%           31      13683
 1387242    50501    50880   96.49%           31      13508
 1528303    42539    28590   97.29%           31      13733
 1756356    11948    18216   99.32%           31      13758
 1741274    11006    18027   99.37%           31      13781
 1699942    11161    18381   99.35%           31      13870
 1624135    50257    21845   97.00%           31      13149
 1595749    54192    26226   96.72%           31      13418
 1687852    28951    19154   98.31%           31      13511
 1716963    18339    18415   98.94%           31      13564
 1666759    14317    18841   99.15%           31      13667
 1698863    12103    17794   99.29%           31      13693
 1687364    12200    18533   99.28%           31      13788
 1738428    11119    17716   99.36%           31      13810
 1666734    11545    18365   99.31%           31      13903
 1609197    48527    14202   97.07%           31      13398
 1677152    21765    11235   98.72%           31      13494
 1665496     9285     9967   99.45%           31      13539
 1716317     5127     9671   99.70%           31      13567
 1680779     2714     8919   99.84%           31      13586
 1713260     1956     9004   99.89%           31      13601
 1681248     1443     8944   99.91%           31      13614
 1703331     1259     8607   99.93%           31      13627
 1691607     1481     8296   99.91%           31      13639
 1720958     1247     8736   99.93%           31      13652
 1659795     1197     8494   99.93%           31      13664
 1698514     1870     8833   99.89%           31      13678
 1673969     1212     8610   99.93%           31      13690
 1684286        0    10427  100.00%           31      13702
 1672865        0     9940  100.00%           31      13715
 1705092        0     9678  100.00%           31      13727
 1652789       67     9239  100.00%           31      13739
 1696333      282     9684   99.98%           31      13751
 1629073     8599    16432   99.47%           31      13825
 1496591    53120    45465   96.57%           32      13699
 1725943    51325    41761   97.11%           32      13959
 1732763    28209    34542   98.40%           32      14051
 1775373    27502    34254   98.47%           32      14146
 1780853    28677    35583   98.42%           32      14308
 1723682    27729    34389   98.42%           32      14397
 1766985    28986    35351   98.39%           32      14494
 1772096    28645    35262   98.41%           32      14620
 1556981    55534    36400   96.56%           32      13851
 1007299   120270    41419   89.33%           32      13737
 1467047    59331    30040   96.11%           32      13962
 1528846    26071    22639   98.32%           32      14114
 1631024    15665    19477   99.05%           32      14156
 1593468    12371    18417   99.23%           32      14185
 1629893    10746    20056   99.35%           32      14280
 1580877     9156    23268   99.42%           32      14312
 1667904    11652    18614   99.31%           32      14401
 1464699    55157    21625   96.37%           32      13958
 1570863    33345    20842   97.92%           32      14069
 1561307    19444    19288   98.77%           32      14195
 1638840    14730    18479   99.11%           32      14233
 1581822    13026    18943   99.18%           32      14332
 1607481    11545    18059   99.29%           32      14357
 1573297    11172    17935   99.29%           32      14381
 1620362    11380    18648   99.30%           32      14471
 1572852    10848    17743   99.32%           32      14494
 1610104    11446    18662   99.29%           32      14585
 1557342    10834    18079   99.31%           32      14609
 1615021    12462    17973   99.23%           32      14594
 1444885    76800    25232   94.95%           32      14090
 1486615    36718    20844   97.59%           32      14218
 1545221    23556    20079   98.50%           32      14357
 1528487    15688    18275   98.98%           32      14399
 1500480    29413    34382   98.08%           32      14622
 1357420    56631    47385   96.00%           32      14448
 1609976    24830    29324   98.48%           32      14552
 1789514    12682    23182   99.30%           32      14656
 1705933    10618    17065   99.38%           32      14675
 1762612    11465    18239   99.35%           32      14766
 1717362    10611    17554   99.39%           32      14787
 1744573    10567    17672   99.40%           32      14808
 1727063    11647    18410   99.33%           32      14900
 1724474    11057    18005   99.36%           32      14923
 1734609    11327    18461   99.35%           32      15014
 1523460    72613    23696   95.45%           32      14125
 1600453    58486    24023   96.47%           32      14407
 1662802    31760    20843   98.13%           32      14515
 1654678    19831    18995   98.82%           32      14572
 1724058    15321    19327   99.12%           32      14680
 1674343    12131    17764   99.28%           32      14707
 1721798    12363    18789   99.29%           32      14802
 1668261    10975    17535   99.35%           32      14824
 1704256    11017    17787   99.36%           32      14847
 1691295    11762    18677   99.31%           32      14939
 1585656    42694    21200   97.38%           32      14319
 1582632    46183    24704   97.16%           32      14559
 1584108    22460    21575   98.60%           32      14639
 1653772    16275    20481   99.03%           32      14754
 1683883    13459    19615   99.21%           32      14792
 1632548    12391    20933   99.25%           32      14824
 1673134    11756    18052   99.30%           32      14916
 1625501    11102    17540   99.32%           32      14939
 1692905    11570    18619   99.32%           32      15032
 1570596    45632    13374   97.18%           32      14516
 1613435    22743    11199   98.61%           32      14617
 1677176    10315    10202   99.39%           32      14666
 1638380     5383     8974   99.67%           32      14696
 1577955    31374    37057   98.05%           32      14935
 1593100    69959    40388   95.79%           32      14846
 1738314    27802    33782   98.43%           32      14933
 1752198    27362    34368   98.46%           33      15019
 1752541    31298    37955   98.25%           33      15202
 1714477    29572    36289   98.30%           33      15305
 1739291    29116    35882   98.35%           33      15405
 1742651    29531    36299   98.33%           33      15537
 1711508    30047    36828   98.27%           33      15644
  940666   114980    47086   89.11%           33      14538
 1265364    73151    36368   94.53%           33      14827
 1570285    36090    25248   97.75%           33      15020
 1566593    19129    21050   98.79%           33      15080
 1664381    13766    18925   99.18%           33      15115
 1580915    12353    18751   99.22%           33      15210
 1581363    27217    19876   98.31%           33      14783
 1534393    38812    21177   97.53%           33      14983
 1603460    23102    19482   98.58%           33      15055
 1576080    16595    19057   98.96%           33      15168
 1611903    13187    18258   99.19%           33      15199
 1562283    11708    17899   99.26%           33      15225
 1652227    11804    18368   99.29%           33      15317
 1564090    11551    18156   99.27%           33      15343
 1627258    11596    18990   99.29%           33      15436
 1578022    10861    17775   99.32%           33      15459
 1605261    10866    18061   99.33%           33      15482
 1565646    11572    18405   99.27%           33      15575
 1511719    49144    21864   96.85%           33      14849
 1491708    53672    23315   96.53%           33      15112
 1543703    29551    23006   98.12%           33      15213
 1560220    19022    18799   98.80%           33      15268
 1558049    14358    18760   99.09%           33      15371
 1585182    12429    17700   99.22%           33      15398
 1548639    11981    18291   99.23%           33      15491
 1495862    31357    37610   97.95%           33      15670
 1401410    57622    45935   96.05%           33      15548
 1686943    24032    23341   98.60%           33      15626
 1738997    11697    18111   99.33%           33      15652
 1702157    11561    18598   99.33%           33      15744
 1632018    52280    20968   96.90%           33      15028
 1626737    52586    22629   96.87%           33      15285
 1648285    26842    19660   98.40%           33      15371
 1712536    19587    19764   98.87%           33      15496
 1675665    14353    18164   99.15%           33      15532
 1719371    12186    17962   99.30%           33      15559
 1696487    12680    19171   99.26%           33      15657
 1711129    11048    17622   99.36%           33      15679
 1739547    11224    18661   99.36%           33      15770
 1687586    11056    18015   99.35%           33      15793
 1680525    21585    18385   98.73%           33      15418
 1570417    57967    26043   96.44%           33      15371
 1645296    31265    19801   98.14%           33      15474
 1669877    21119    19693   98.75%           33      15604
 1652351    15267    18138   99.08%           33      15643
 1695078    13843    18784   99.19%           33      15744
 1655565    12246    18252   99.27%           33      15773
 1685865    10765    17546   99.37%           33      15793
 1659962    11445    18481   99.32%           33      15884
 1607899    35025    15443   97.87%           33      15339
 1642149    29508    11922   98.23%           33      15466
 1644215    14341    10281   99.14%           33      15531
 1688732     7370     9905   99.57%           33      15568
 1665481     3691     9126   99.78%           33      15591
 1704763     2353     8641   99.86%           33      15607
 1671945     2030     8780   99.88%           33      15623
 1699708     1595     8831   99.91%           33      15637
 1650040     1299     8518   99.92%           33      15649
 1680134     5775    12571   99.66%           33      15694
 1551269    38176    45612   97.60%           33      15995
 1586602    68773    39131   95.85%           33      15835
 1787440    27175    34240   98.50%           33      15921
 1764213    28421    35335   98.41%           33      16051
 1772444    29752    36506   98.35%           33      16155
 1745331    30413    37336   98.29%           34      16331
 1781971    26772    33405   98.52%           34      16391
 1779789    31861    41840   98.24%           34      16579
 1418526    73310    36695   95.09%           34      15333
 1101890   109332    40750   90.97%           34      15694
 1509344    50723    29172   96.75%           34      15883
 1574052    23739    22369   98.51%           34      15960
 1626211    17386    21840   98.94%           34      16079
 1589871    12852    19692   99.20%           34      16112
 1628195    12792    20179   99.22%           34      16211
 1495117    44441    22145   97.11%           34      15857
 1559255    29087    21461   98.17%           34      15956
 1498886    19487    21667   98.72%           34      16084
 1506357    16591    24256   98.91%           34      16139
 1417933    15658    21373   98.91%           34      16193
 1315794    15408    21330   98.84%           34      16247
 1271106    15031    21788   98.83%           34      16365
 1075015    13984    20105   98.72%           34      16412
  887353    41326    22079   95.55%           34      15794
  861650    42409    23146   95.31%           34      15956
  859054    30117    21405   96.61%           34      16070
  841693    24336    21448   97.19%           34      16225
  876328    21922    21219   97.56%           34      16307
  863915    18560    20888   97.90%           34      16375
  816933    35863    21996   95.79%           34      15867
  825599    40379    22544   95.34%           34      16021
  786467    28136    21976   96.55%           34      16127
  803703    21916    23144   97.35%           34      16283
  776488    18878    20709   97.63%           34      16355
  822101    18058    21197   97.85%           34      16424
  788226    16264    20596   97.98%           34      16484
  767077    27712    21435   96.51%           34      15817
  603728    42011    22206   93.49%           34      15981
  608348    32394    21366   94.94%           34      16170
  561075    25299    19638   95.69%           34      16263
  508275    22074    19465   95.84%           34      16344
  418359    18870    18037   95.68%           34      16410
  332169    18153    13786   94.82%           34      15815
  334951    19413     5246   94.52%           34      15896
  281309    12049     4079   95.89%           34      15946
  189929     6913     2876   96.49%           34      15976
  133217     4190     2092   96.95%           34      15994
   83368     2368     1483   97.24%           34      16004
   83720     2652     1583   96.93%           34      16015
   84121     1772     1524   97.94%           34      16023

Script done on 2025-11-15 12:35:29+00:00 [COMMAND_EXIT_CODE="143"]
