Script started on 2025-11-15 12:10:31+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
   31542        8      116   99.97%           17        351
       3        0      115  100.00%           17        351
      59        0      142  100.00%           17        351
       1        2      117   33.33%           17        351
       3        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      115  100.00%           17        351
       3        2      117   60.00%           17        351
   31859        0      115  100.00%           17        351
   12335       11      116   99.91%           17        351
       3        0      115  100.00%           17        351
       3        0      115  100.00%           17        351
      12        2      118   85.71%           17        351
       2        0      117  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      118  100.00%           17        351
   32703        0      120  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      118  100.00%           17        351
       8        0      122  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
      15        1      118   93.75%           17        351
   32518        0      120  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
       1        0      121  100.00%           17        351
       8        0      120  100.00%           17        351
       3        0      118  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
       3        2      116   60.00%           17        351
   31757        0      123  100.00%           17        351

Script done on 2025-11-15 12:11:13+00:00 [COMMAND_EXIT_CODE="143"]
