Script started on 2025-11-15 12:09:28+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
     237        8      116   96.73%           17        351
   32139        0      115  100.00%           17        351
      45        0      140  100.00%           17        351
       3        2      117   60.00%           17        351
       5        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
       5        0      115  100.00%           17        351
      10        4      118   71.43%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
   43756       11      115   99.97%           17        351
       3        2      117   60.00%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
       4        2      115   66.67%           17        351
       9        0      120  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      115  100.00%           17        351
   31626        0      116  100.00%           17        351
       3        0      118  100.00%           17        351
      11        0      123  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
       3        0      118  100.00%           17        351
      18        0      120  100.00%           17        351
       3        0      115  100.00%           17        351
      15        0      124  100.00%           17        351
   31868        0      115  100.00%           17        351
       3        0      115  100.00%           17        351
      17        0      120  100.00%           17        351
       2        0      118  100.00%           17        351
       0        0      122    0.00%           17        351
       3        0      115  100.00%           17        351
       3        0      116  100.00%           17        351
      12        0        3  100.00%           17        351
       3        0      116  100.00%           17        351

Script done on 2025-11-15 12:10:11+00:00 [COMMAND_EXIT_CODE="143"]
