Script started on 2025-11-15 13:10:56+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
 1541462    33615    14985   97.87%           23       3193
 1611579    21898    16010   98.66%           23       3324
 1556122    23416    14491   98.52%           23       3263
 1625195    15507    16046   99.05%           23       3370
 1571212    10768    14667   99.32%           24       3388
 1547376    19646    15120   98.75%           24       3212
 1542037    34063    15713   97.84%           24       3363
 1540921    12319    14864   99.21%           24       3390
 1531668    11828    15887   99.23%           24       3481
 1544979    38624    14382   97.56%           24       3350
 1519482    14912    15280   99.03%           24       3388
 1523050    11603    15483   99.24%           24       3477
 1537608    26681    12190   98.29%           24       3289
 1537007    14462     5717   99.07%           24       3352
 1526147     2215     5764   99.86%           24       3366
 1566310     1403     5731   99.91%           24       3377
 1514525     1357     5648   99.91%           24       3387
 1510227     1378     5762   99.91%           24       3398
 1539899     1388     5817   99.91%           24       3409
 1504826     1372     5694   99.91%           24       3420
 1504755     1339     5577   99.91%           24       3430
 1392835     1361     5670   99.90%           24       3440
 1316413    29283    33517   97.82%           24       3670
 1406597    52355    19518   96.41%           24       3441
 1610591     5854     5851   99.64%           24       3470
 1619497     1482     5782   99.91%           24       3481
 1590963     1376     5755   99.91%           24       3492
 1595888     1370     5743   99.91%           24       3503
 1607057     1374     5790   99.91%           24       3513
 1583565     1363     5712   99.91%           24       3525
 1602652     1338     5577   99.92%           24       3534
 1621703     1420     5942   99.91%           24       3546
 1581197     1374     5776   99.91%           24       3556
 1597049     1369     5686   99.91%           24       3567
 1613363     1338     5588   99.92%           24       3578
 1587976     1361     5693   99.91%           24       3589
 1571219     1380     5716   99.91%           24       3599
 1586940     1366     5757   99.91%           24       3610
 1598428     1402     5850   99.91%           24       3620
 1563112     1347     5636   99.91%           24       3632
 1568621     1351     5680   99.91%           24       3641
 1587710     1359     5729   99.91%           24       3653
 1545888     1328     5636   99.91%           24       3663
 1571148     1343     5539   99.91%           24       3673
 1582324     1359     5727   99.91%           24       3684
 1582018     1366     5667   99.91%           24       3695
 1542113     1376     5770   99.91%           24       3705
 1558654     1375     5733   99.91%           24       3716
 1530637     1308     5519   99.91%           24       3727
 1534077     1343     5656   99.91%           24       3737
 1572634     1366     5713   99.91%           24       3747
 1531803     1365     5750   99.91%           24       3758
 1519810     1339     5610   99.91%           24       3769
 1482884    37027    41280   97.56%           24       4059
 1566052    66669    28674   95.92%           24       3857
 1730023    27094    31025   98.46%           24       4004
 1675257    26321    30258   98.45%           24       4080
 1721465    28535    32454   98.37%           24       4238
 1669460    27234    31318   98.39%           24       4321
 1723848    28110    32288   98.40%           24       4476
 1685800    27901    31770   98.37%           24       4564
 1709278    29420    33054   98.31%           24       4662
 1393521   164473    21626   89.44%           24       3717
 1523486    67887    15011   95.73%           24       3962
 1531529    16880    14781   98.91%           24       4007
 1570442    11504    15072   99.27%           24       4029
 1545277    11113    15248   99.29%           24       4115
 1492016    34361    14327   97.75%           24       3836
 1530135    32868    15359   97.90%           24       4010
 1496635    13192    14483   99.13%           24       4038
 1501905    11788    15801   99.22%           24       4129
 1484640    37581    14419   97.53%           24       3993
 1474596    15133    14530   98.98%           24       4030
 1509540    11565    15161   99.24%           24       4117
 1519213    10607    14603   99.31%           24       4135
 1495008    11043    15447   99.27%           24       4222
 1443224    38383    10094   97.41%           24       3943
 1485143    15863     5793   98.94%           24       4011
 1493272     3113     5730   99.79%           24       4028
 1490723     1620     5668   99.89%           24       4041
 1485574     1402     5655   99.91%           24       4051
 1508249     1397     5828   99.91%           24       4062
 1490143     1350     5651   99.91%           24       4073
 1491093     1341     5585   99.91%           24       4083
 1442327    13341    17562   99.08%           24       4187
 1385731    51522    34931   96.42%           24       4021
 1668365    21034     5662   98.75%           24       4110
 1728702     1888     5783   99.89%           24       4123
 1686945     1359     5639   99.92%           24       4134
 1679605     1289     5427   99.92%           24       4144
 1704495     1402     5848   99.92%           24       4154
 1698321     1316     5605   99.92%           24       4165
 1678631     1345     5679   99.92%           24       4176
 1731674     1358     5710   99.92%           24       4186
 1679844     1341     5642   99.92%           24       4196
 1668395     1296     5431   99.92%           24       4207
 1706910     1364     5716   99.92%           24       4217
 1664486     1306     5538   99.92%           24       4228
 1638215     1337     5615   99.92%           24       4238
 1642882     1372     5790   99.92%           24       4249
 1597519     1332     5602   99.92%           24       4259
 1593020     1345     5668   99.92%           24       4269
 1637489     1397     5888   99.91%           24       4281
 1630405     1349     5720   99.92%           24       4291
 1592759     1331     5632   99.92%           24       4301
 1651877     1343     5601   99.92%           24       4312
 1580885     1352     5716   99.91%           24       4322
 1586424     1353     5682   99.91%           24       4333
 1604544     1359     5732   99.92%           24       4344
 1571632     1292     5492   99.92%           24       4354
 1597098     1388     5802   99.91%           24       4365
 1572829     1321     5584   99.92%           24       4375
 1578798     1352     5703   99.91%           24       4385
 1620926     1360     5656   99.92%           24       4396
 1575971     1315     5596   99.92%           24       4406
 1525234    14811    18744   99.04%           24       4521
 1450221    58591    36239   96.12%           24       4385
 1703539    41143    30428   97.64%           24       4588
 1751070    26352    30294   98.52%           24       4664
 1697539    28597    32588   98.34%           24       4824
 1748773    25807    29702   98.55%           24       4895
 1712682    28983    32883   98.34%           24       5056
 1722467    29234    32856   98.33%           24       5154
 1754932    26072    30161   98.54%           24       5229
 1696699    29943    33835   98.27%           24       5339
 1348404   194117    13877   87.42%           24       4474
 1515943    33315    14411   97.85%           24       4577
 1595835    14258    15329   99.11%           24       4679
 1529767    27994    14511   98.20%           25       4505
 1534885    24360    15270   98.44%           25       4645
 1584110    12288    14428   99.23%           25       4669
 1555292    11608    15618   99.26%           25       4759
 1547743    10494    14569   99.33%           25       4775
 1586579    19568    14709   98.78%           25       4591
 1476533    45030    15219   97.04%           25       4659
 1515960    15213    14307   99.01%           25       4696
 1552616    11666    15334   99.25%           25       4785
 1516676    10718    14696   99.30%           25       4803
 1521174    11562    15665   99.25%           25       4893
 1474830    49591    14564   96.75%           25       4675
 1484280    18792    14584   98.75%           25       4727
 1535775    12305    15373   99.21%           25       4819
 1495947    10973    14746   99.27%           25       4837
 1520762    11868    16271   99.23%           25       4931
 1534566    10469    14641   99.32%           25       4948
 1485507    11051    15356   99.26%           25       5035
