Script started on 2025-11-15 13:38:29+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
 1411247   114945    15236   92.47%           34       6419
 1584517    31810    14543   98.03%           34       6520
 1560880    15765    15753   99.00%           34       6628
 1552111    12111    15062   99.23%           34       6654
 1538156    25339    14500   98.38%           34       6344
 1508549    36873    15364   97.61%           34       6532
 1530212    16868    14524   98.91%           34       6575
 1531079    13274    15276   99.14%           34       6671
 1544042    11273    14621   99.28%           34       6692
 1566712    11051    14695   99.30%           34       6713
 1543817    11261    15555   99.28%           34       6801
 1468372    37398    14475   97.52%           34       6409
 1483077    39740    15190   97.39%           34       6609
 1490673    17263    14317   98.86%           34       6652
 1520318    13511    15511   99.12%           34       6750
 1526223    11472    14742   99.25%           34       6772
 1460118    24798    14668   98.33%           34       6461
 1470280    37026    15326   97.54%           34       6650
 1504160    17734    14802   98.83%           34       6697
 1521374    13423    15528   99.13%           34       6795
 1502625    11295    14635   99.25%           34       6816
 1447683    23448    14450   98.41%           34       6498
 1426634    38244    15621   97.39%           34       6693
 1438128    17437    14639   98.80%           34       6739
 1466311    13647    15469   99.08%           34       6837
 1381665    33073    35977   97.66%           34       7028
 1383818    60910    33536   95.78%           34       6837
 1613236    20783    15267   98.73%           34       6963
 1627156    38730    10300   97.68%           34       6560
 1671602    25878     5366   98.48%           34       6666
 1639607     7752     5422   99.53%           34       6701
 1640924     3055     5490   99.81%           34       6718
 1631184     1849     5349   99.89%           34       6730
 1643622     1388     5467   99.92%           34       6741
 1663141     1306     5376   99.92%           34       6751
 1650204     1284     5434   99.92%           34       6760
 1640346     1249     5344   99.92%           34       6770
 1632191     1237     5358   99.92%           34       6780
 1638119     1248     5377   99.92%           34       6790
 1657558     1245     5312   99.92%           34       6799
 1634985     1190     5144   99.93%           34       6809
 1638564     1265     5474   99.92%           34       6819
 1634432     1257     5416   99.92%           34       6828
 1620759     1256     5414   99.92%           34       6838
 1675870     1271     5524   99.92%           34       6848
 1628845     1249     5364   99.92%           34       6858
 1611885     1218     5258   99.92%           34       6867
 1632784     1244     5384   99.92%           34       6877
 1607930     1264     5435   99.92%           34       6887
 1638300     1266     5484   99.92%           34       6897
 1594162     1239     5368   99.92%           34       6907
 1593589     1200     5190   99.92%           34       6916
 1609748     1265     5487   99.92%           34       6926
 1581220     1186     5120   99.93%           34       6935
 1604531     1216     5327   99.92%           34       6945
 1600917     1248     5400   99.92%           34       6954
 1583794     1212     5250   99.92%           34       6964
 1633739     1272     5514   99.92%           34       6974
 1565242     7842    11731   99.50%           34       7034
 1456118    78287    44452   94.90%           34       7018
 1682588    32573    32399   98.10%           34       7129
 1689875    31005    34535   98.20%           34       7306
 1768178    28585    32135   98.41%           34       7399
 1685207    29070    32819   98.30%           34       7497
 1702879    29788    33373   98.28%           34       7652
 1688119    28522    31927   98.34%           34       7745
 1662396    44375    30925   97.40%           34       7743
 1418594   154082    14569   90.20%           34       6994
 1495355    38940    14678   97.46%           34       7125
 1576685    18281    15584   98.85%           34       7242
 1560932    12633    14986   99.20%           34       7269
 1545950    15714    15267   98.99%           34       7219
 1501569    47150    15022   96.96%           34       7153
 1548469    17619    14916   98.87%           34       7199
 1562820    13274    15589   99.16%           34       7296
 1550149    11438    14644   99.27%           34       7318
 1544177    11272    15135   99.28%           34       7342
 1547387    11819    15826   99.24%           34       7434
 1540415    36418    14784   97.69%           34       7039
 1500628    39068    15419   97.46%           34       7238
 1508237    19106    14720   98.75%           34       7289
 1530088    13704    15099   99.11%           34       7322
 1530989    12402    15425   99.20%           34       7415
 1490482    27331    14450   98.20%           34       7113
 1479722    34754    15772   97.71%           34       7295
 1490563    16870    14324   98.88%           34       7337
 1500279    13246    15291   99.12%           34       7432
 1504481    12129    15279   99.20%           34       7459
 1497508    11630    15246   99.23%           34       7485
 1526380    11790    15614   99.23%           34       7577
 1446175    46851    14249   96.86%           34       7222
 1478659    30477    14834   97.98%           34       7372
 1434153    30929    28108   97.89%           34       7534
 1369696    64261    41669   95.52%           34       7390
 1641866    27350    15414   98.36%           34       7541
 1639626    12060    14834   99.27%           34       7566
 1643572    11581    15475   99.30%           34       7657
 1628199    11411    15201   99.30%           34       7681
 1647094    35206    11878   97.91%           34       7143
 1631216    38705     5356   97.68%           34       7298
 1623317    12998     5281   99.21%           34       7354
 1622292     4695     5323   99.71%           34       7377
 1637805     2393     5296   99.85%           34       7392
 1629565     1597     5194   99.90%           34       7403
 1662798     1357     5397   99.92%           34       7413
 1660994     1314     5366   99.92%           34       7423
 1654631     1281     5405   99.92%           34       7432
 1651058     1227     5288   99.93%           34       7442
 1650431     1218     5286   99.93%           34       7451
 1727956     1259     5437   99.93%           34       7462
 1661498     1263     5488   99.92%           34       7471
 1659896     1243     5370   99.93%           34       7481
 1654324     1248     5380   99.92%           34       7491
 1667324     1245     5371   99.93%           34       7501
 1668235     1251     5397   99.93%           34       7510
 1652173     1243     5371   99.92%           34       7520
 1628756     1212     5224   99.93%           34       7529
 1639797     1250     5405   99.92%           34       7539
 1626666     1230     5315   99.92%           34       7549
 1699634     1230     5266   99.93%           34       7558
 1623501     1214     5142   99.93%           34       7568
 1625689     1246     5354   99.92%           34       7578
 1620958     1251     5356   99.92%           34       7587
 1635038     1224     5301   99.93%           34       7597
 1684306     1276     5507   99.92%           34       7607
 1633739     5103     9347   99.69%           34       7646
 1457321    71526    44456   95.32%           34       7606
 1694256    40407    33857   97.67%           34       7819
 1669500    30096    33666   98.23%           34       7924
 1761048    29298    32659   98.36%           35       8023
 1715676    31073    34256   98.22%           35       8135
 1697835    30529    34244   98.23%           35       8251
 1674605    31079    34536   98.18%           35       8429
 1591838    74338    27322   95.54%           35       7953
 1443656   124048    14789   92.09%           35       7658
 1513362    35410    14479   97.71%           35       7774
 1587972    17272    15253   98.92%           35       7885
 1584135    12171    14486   99.24%           35       7910
 1581603    11555    15165   99.27%           35       7934
 1604350    11787    15564   99.27%           35       8025
 1519637    38081    14611   97.56%           35       7638
 1527475    37966    15492   97.57%           35       7831
 1545560    18792    15169   98.80%           35       7883
 1595907    13474    14961   99.16%           35       7914
 1547813    12633    15852   99.19%           35       8009
 1530600    11375    14890   99.26%           35       8033
 1530118    11552    15383   99.25%           35       8122
 1546665    10943    15022   99.30%           35       8143
 1542095    11151    15076   99.28%           35       8166
 1585423    11674    15606   99.27%           35       8257
 1446998    62255    14296   95.88%           35       7705
 1467085    42864    15296   97.16%           35       7917
 1503712    20769    14631   98.64%           35       7977
 1507876    14338    14832   99.06%           35       8010
 1560123    12686    16047   99.19%           35       8106
 1515483    11570    15206   99.24%           35       8130
 1506699    12059    15894   99.21%           35       8224
 1423375    57647    14345   96.11%           35       7913
 1477467    22723    14591   98.49%           35       7978
 1496642    15551    15487   98.97%           35       8085
 1333700    55836    55148   95.98%           35       8173
 1571297    47735    15073   97.05%           35       8190
 1715038    13221    15242   99.24%           35       8220
 1650187    11174    14692   99.33%           35       8243
 1668337    11188    15038   99.33%           35       8330
 1601795    52279    14184   96.84%           35       7867
 1611527    37590    14798   97.72%           35       8057
 1615429    18760    14063   98.85%           35       8106
 1643993    13923    14563   99.16%           35       8138
 1672937    12428    15450   99.26%           35       8232
 1679773    11564    15068   99.32%           35       8256
 1614715    11753    15613   99.28%           35       8347
 1623484    11167    14986   99.32%           35       8370
 1623789    17011    13945   98.96%           35       8176
 1565204    50626     5138   96.87%           35       7971
 1620832    17516     5347   98.93%           35       8044
 1636237     7153     5347   99.56%           35       8078
 1634342     3016     5323   99.82%           35       8095
 1634526     1973     5263   99.88%           35       8107
 1727748     1569     5476   99.91%           35       8118
 1647069     1384     5412   99.92%           35       8128
 1656176     1239     5235   99.93%           35       8138
 1669443     1243     5260   99.93%           35       8148
 1663984     1242     5311   99.93%           35       8157
 1669603     1266     5389   99.92%           35       8167
 1660258     1247     5295   99.92%           35       8177
 1653198     1246     5368   99.92%           35       8187
 1673556     1232     5298   99.93%           35       8196
 1666085     1232     5275   99.93%           35       8206
 1647231     1205     5139   99.93%           35       8215
 1636333     1222     5211   99.93%           35       8225
 1606410     1226     5340   99.92%           35       8234
 1674037     1257     5460   99.92%           35       8244
 1614198     4329     8480   99.73%           35       8278
 1438283    71459    45488   95.27%           35       8237
 1677479    42830    34954   97.51%           35       8463
 1661504    31373    34770   98.15%           35       8579
 1736610    33510    37117   98.11%           35       8715
 1690898    34112    37584   98.02%           35       8852
 1717210    31569    34912   98.19%           35       8968
 1712685    30121    33621   98.27%           35       9074
 1471019   125522    21022   92.14%           35       8024
 1481911    77139    15444   95.05%           35       8370
 1526554    26275    14634   98.31%           35       8451
 1569219    15823    15101   99.00%           35       8493
 1575472    13068    15795   99.18%           35       8589
 1562281    12089    15620   99.23%           35       8617
 1547860    15823    15027   98.99%           35       8480
 1503733    52086    15520   96.65%           35       8392
 1627472    24292    14930   98.53%           35       8465
 1531321    16404    16108   98.94%           35       8577
 1566274    12798    15148   99.19%           35       8607
 1543885    11798    15093   99.24%           35       8632
 1561633    11971    15717   99.24%           35       8724
 1552616    10919    14864   99.30%           35       8745
 1552304    11492    15554   99.27%           35       8834
 1563455    10918    14884   99.31%           35       8855
 1558873    11129    15061   99.29%           35       8877
 1551646    11950    15975   99.24%           35       8971
 1467595    63500    14459   95.85%           35       8296
 1463034    51073    15503   96.63%           35       8540
 1531418    24871    15191   98.40%           35       8617
 1498228    16289    14963   98.92%           35       8660
 1504802    14314    16173   99.06%           35       8763
 1493119    12126    15076   99.19%           35       8791
 1450371    25821    15174   98.25%           35       8450
 1425740    47118    15951   96.80%           35       8587
 1452214    21611    14901   98.53%           36       8650
 1420584    27933    28284   98.07%           36       8856
 1437670    65903    43727   95.62%           36       8718
 1627446    27008    15107   98.37%           36       8804
 1628970    13647    16122   99.17%           36       8905
 1635205    11084    14704   99.33%           36       8927
 1605576    22757    14975   98.60%           36       8570
 1550472    55192    15741   96.56%           36       8614
 1602438    26814    14990   98.35%           36       8697
 1661893    18863    16011   98.88%           36       8819
 1600838    14192    15115   99.12%           36       8854
 1601609    12298    15194   99.24%           36       8882
 1667884    12293    15963   99.27%           36       8977
 1592901    11304    15037   99.30%           36       9000
 1608601    11493    15223   99.29%           36       9025
 1625481    11690    15630   99.29%           36       9116
 1627336    44163    10216   97.36%           36       8476
 1577917    38533     5306   97.62%           36       8631
 1606292    15272     5156   99.06%           36       8696
 1609012     6715     5340   99.58%           36       8727
 1603562     3248     5277   99.80%           36       8746
 1610693     2019     5365   99.87%           36       8759
 1641197     1484     5292   99.91%           36       8769
 1616168     1436     5395   99.91%           36       8780
 1620021     1321     5587   99.92%           36       8789
 1606779     1269     5283   99.92%           36       8800
 1649419     1260     5451   99.92%           36       8809
 1623794     1284     5561   99.92%           36       8819
 1616528     1229     5314   99.92%           36       8829
 1605425     1219     5314   99.92%           36       8838
 1596346     1237     5389   99.92%           36       8848
 1605367     1248     5399   99.92%           36       8858
 1625975     1277     5492   99.92%           36       8868
 1607669     1225     5320   99.92%           36       8878
 1606586     1252     5423   99.92%           36       8887
 1544112    16487    20178   98.94%           36       9015
 1502824    77434    40514   95.10%           36       8979
 1677938    30608    33829   98.21%           36       9088
 1684705    31823    35333   98.15%           36       9206
 1704837    30854    34099   98.22%           36       9322
 1760599    33293    37145   98.14%           36       9517
 1681042    29887    33177   98.25%           36       9574
 1692201    33127    36878   98.08%           36       9768
 1373492   133577    17659   91.14%           36       8720
 1522580    66565    15016   95.81%           36       8959
 1531877    25254    15058   98.38%           36       9102
 1557370    15250    14845   99.03%           36       9140
 1560094    13447    16039   99.15%           36       9238
 1557041    11912    15384   99.24%           36       9266
 1510193    20815    14868   98.64%           36       8899
 1484787    46220    15506   96.98%           36       9037
 1491303    24030    15093   98.41%           36       9111
 1553700    16422    15741   98.95%           36       9220
 1559809    13369    15067   99.15%           36       9254
 1582593    12081    15167   99.24%           36       9279
 1534547    12302    15999   99.20%           36       9374
 1476844    42272    14448   97.22%           36       8999
 1497751    32325    15207   97.89%           36       9141
 1503862    19035    15742   98.75%           36       9228
 1517930    14654    15171   99.04%           36       9265
 1517514    13288    16231   99.13%           36       9364
 1501777    11764    15071   99.22%           36       9390
 1541140    11225    14690   99.28%           36       9411
 1534912    11822    15586   99.24%           36       9503
 1459523    42000    14439   97.20%           36       8998
 1482048    42858    15397   97.19%           36       9212
 1472464    22212    14725   98.51%           36       9276
 1497779    14796    14587   99.02%           36       9312
 1500707    13594    15741   99.10%           36       9411
 1487413    11840    15039   99.21%           36       9436
 1364958    53096    56499   96.26%           36       9850
 1548126    49494    14821   96.90%           36       9538
 1743901    13532    14288   99.23%           36       9570
 1697652    11720    15903   99.31%           36       9661
 1675440    11152    14765   99.34%           36       9683
 1679071    11446    15774   99.32%           36       9773
 1553031    64078     5726   96.04%           36       9065
 1613075    32306     5173   98.04%           36       9196
 1651713    13781     5386   99.17%           36       9256
 1665075     6349     5427   99.62%           36       9286
 1665014     3405     5363   99.80%           36       9305
 1711923     2081     5421   99.88%           36       9319
 1687213     1677     5454   99.90%           36       9330
 1647557     1376     5302   99.92%           36       9339
 1640951     1279     5247   99.92%           36       9350
 1658239     1252     5369   99.92%           36       9360
 1643099     1167     5272   99.93%           36       9369
 1646847     1214     5300   99.93%           36       9379
 1669302     1247     5396   99.93%           36       9388
 1670503     1254     5355   99.92%           36       9398
 1652873     1210     5231   99.93%           36       9407
 1651272     1228     5346   99.93%           36       9417
 1705628     1245     5389   99.93%           36       9427
 1620539     1220     5290   99.92%           36       9436
 1633340     1220     5303   99.93%           36       9446
 1633167     1198     5220   99.93%           36       9454
 1636777     1207     5251   99.93%           36       9465
 1624055     1206     5266   99.93%           36       9474
 1618378     1225     5290   99.92%           36       9484
 1642429     1210     5261   99.93%           36       9493
 1630947     1237     5317   99.92%           36       9503
 1670272     1246     5365   99.93%           36       9512
 1645188     1200     5203   99.93%           36       9522
 1577843    11107    14953   99.30%           36       9609
 1481652    77441    42760   95.03%           36       9581
 1736925    34893    36291   98.03%           36       9719
 1747237    33639    37139   98.11%           37       9852
 1689594    32923    36279   98.09%           37       9983
 1698312    31582    34805   98.17%           37      10099
 1713792    34107    37775   98.05%           37      10237
 1769722    36030    39706   98.00%           37      10441
 1474255   127761    22869   92.02%           37       9335
 1485634    82585    15252   94.73%           37       9601
 1515198    32413    15233   97.91%           37       9711
 1555840    18079    15077   98.85%           37       9760
 1572933    14035    15685   99.12%           37       9864
 1607892    11933    15270   99.26%           37       9886
 1558712    11622    15220   99.26%           37       9913
 1568995    12015    15894   99.24%           37      10009
 1571235    11386    15279   99.28%           37      10033
 1572266    11966    15996   99.24%           37      10124
 1455759    60874    14493   95.99%           37       9572
 1524006    40050    14671   97.44%           37       9706
 1502246    22433    15544   98.53%           37       9839
 1563124    15752    15239   99.00%           37       9880
 1561934    13913    16000   99.12%           37       9981
 1532683    11996    15027   99.22%           37      10006
 1532266    11521    15133   99.25%           37      10030
 1531411    12314    16239   99.20%           37      10126
 1451470    49482    14533   96.70%           37       9655
 1485666    35769    14999   97.65%           37       9773
 1500858    21777    15378   98.57%           37       9903
 1567569    15618    14838   99.01%           37       9943
 1529563    13705    15831   99.11%           37      10042
 1544801    12340    15424   99.21%           37      10070
 1497742    11569    15223   99.23%           37      10094
 1510685    12131    15955   99.20%           37      10188
 1509374    11179    14953   99.26%           37      10211
 1430114    40999    44566   97.21%           37      10530
 1487368    56940    26005   96.31%           37      10293
 1638461    17025    15198   98.97%           37      10340
 1735805    12172    15780   99.30%           37      10433
 1682915    10892    14684   99.36%           37      10453
 1669230    11751    15641   99.30%           37      10544
 1488896    91690    14377   94.20%           37       9725
 1600531    47993    14465   97.09%           37       9890
 1630838    27239    15160   98.36%           37      10041
 1694685    18404    14869   98.93%           37      10091
 1646112    14412    15204   99.13%           37      10191
 1640827    12783    15268   99.23%           37      10221
 1652274    12009    15331   99.28%           37      10248
 1653892    11975    15673   99.28%           37      10340
 1670107    10987    14807   99.35%           37      10361
 1655084    14572    14666   99.13%           37      10312
 1586239    72452    14881   95.63%           37       9951
 1569536    30731    14717   98.08%           37      10049
 1570827    19238    15692   98.79%           37      10171
 1600380    14242    14977   99.12%           38      10205
 1601073    12721    15227   99.21%           38      10235
 1605570    12910    15906   99.20%           38      10332
 1645189    11510    15244   99.31%           38      10356
 1616990    12010    15935   99.26%           38      10450
 1613225    11652    15482   99.28%           38      10476
 1542009    33528    11402   97.87%           38       9802
 1550288    43258     5086   97.29%           38       9976
 1591183    17778     5180   98.90%           38      10050
 1603564     8678     5413   99.46%           38      10089
 1689500     4747     5593   99.72%           38      10113
 1614550     2487     5176   99.85%           38      10127
 1633114     1920     5324   99.88%           38      10139
 1635287     1502     5300   99.91%           38      10150
 1619959     1355     5371   99.92%           38      10160
 1601928     8729    12494   99.46%           38      10228
 1452215    74574    44129   95.12%           38      10194
 1727615    39937    36437   97.74%           38      10349
 1687389    31309    35100   98.18%           38      10464
 1700431    31704    35258   98.17%           38      10652
 1725842    31432    35079   98.21%           38      10768
 1709880    30327    33924   98.26%           38      10875
 1765711    30948    34514   98.28%           38      10992
 1641673    55370    31743   96.74%           38      10886
 1361584   138459    14897   90.77%           38      10114
 1532738    47813    14456   96.97%           38      10277
 1596949    23814    15825   98.53%           38      10416
 1554785    15510    15350   99.01%           38      10457
 1565568    12793    15164   99.19%           38      10486
 1576064    12334    15851   99.22%           38      10580
 1526150    33828    14742   97.83%           38      10175
 1524024    36191    15251   97.68%           38      10361
 1526251    20324    14713   98.69%           38      10419
 1536791    15639    15101   98.99%           38      10459
 1535190    13940    16036   99.10%           38      10560
 1620533    12437    15321   99.24%           38      10588
 1567067    12210    15707   99.23%           38      10682
 1538210    11287    14967   99.27%           38      10705
 1503475    32974    14581   97.85%           38      10169
 1488483    46352    15591   96.98%           38      10396
 1501128    24608    14653   98.39%           38      10469
 1518507    17647    15406   98.85%           38      10582
 1521723    14541    15692   99.05%           38      10621
 1527942    11915    14747   99.23%           38      10645
 1536502    12513    16039   99.19%           38      10741
 1528090    44019    14387   97.20%           38      10377
 1487696    29435    14737   98.06%           38      10470
 1507749    18631    15343   98.78%           38      10586
 1466659    23682    14659   98.41%           38      10400
 1484514    25925    15219   98.28%           38      10545
 1383358    48768    46247   96.59%           38      10837
 1525698    57527    23953   96.37%           38      10658
 1660246    17766    14784   98.94%           38      10706
 1675762    12129    14740   99.28%           38      10731
 1680220    12159    15720   99.28%           38      10824
 1680826    11233    14773   99.34%           38      10847
 1657112    12587    15035   99.25%           38      10834
 1584854    46675     5025   97.14%           38      10419
 1683945    21491     5327   98.74%           38      10508
 1659647     9155     5229   99.45%           38      10549
 1654615     4695     5301   99.72%           38      10572
 1644701     2805     5238   99.83%           38      10587
 1657583     2035     5250   99.88%           38      10600
 1664663     1600     5231   99.90%           38      10611
 1665828     1396     5355   99.92%           38      10621
 1685388     1282     5132   99.92%           38      10631
 1676930     1259     5191   99.92%           38      10640
 1682784     1199     5170   99.93%           38      10650
 1641607     1199     5254   99.93%           38      10659
 1645560     1200     5195   99.93%           38      10668
 1636123     1207     5301   99.93%           38      10678
 1641326     1208     5236   99.93%           38      10687
 1638720     1210     5230   99.93%           38      10697
 1632232     1188     5183   99.93%           38      10706
 1668514     1249     5425   99.93%           38      10716
 1701747     1215     5266   99.93%           38      10725
 1636270     1190     5142   99.93%           38      10735
 1663598     1227     5323   99.93%           38      10744
 1650530     1194     5209   99.93%           38      10754
 1634446     1204     5228   99.93%           38      10763
 1635788     1206     5272   99.93%           38      10773
 1634702     1211     5260   99.93%           38      10782
 1658001     1230     5344   99.93%           38      10791
 1700085     1255     5421   99.93%           38      10802
 1561494    31549    35473   98.02%           38      11047
 1582698    69669    32385   95.78%           38      10888
 1713590    31063    34551   98.22%           38      11066
 1752146    30049    33227   98.31%           38      11170
 1726117    29973    33421   98.29%           38      11294
 1701948    29594    33074   98.29%           38      11396
 1718379    29778    33036   98.30%           38      11497
 1727210    29229    33061   98.34%           38      11678
 1685700    61989    28655   96.45%           38      11347
 1380269   129442    14598   91.43%           38      10761
 1507080    46593    14210   97.00%           38      10919
 1582510    23154    15095   98.56%           38      11054
 1612387    15248    14978   99.06%           38      11092
 1577536    12618    15142   99.21%           38      11120
 1561921    11967    15238   99.24%           38      11211
 1573217    11348    14952   99.28%           38      11235
 1575806    11748    15673   99.26%           38      11326
 1465833    50335    14334   96.68%           38      10858
 1517828    34226    14837   97.79%           38      10970
 1540124    21592    15449   98.62%           38      11100
 1580695    15577    14761   99.02%           38      11138
 1568030    13965    15773   99.12%           38      11238
 1533614    12371    15342   99.20%           38      11266
 1531341    11562    14933   99.25%           38      11291
 1538052    11828    15417   99.24%           38      11382
 1525552    10968    14914   99.29%           39      11403
 1542318    11740    15627   99.24%           39      11494
 1445950    62820    14441   95.84%           39      10947
 1506934    35476    14628   97.70%           39      11063
 1527400    23224    15726   98.50%           39      11199
 1511381    15880    14758   98.96%           39      11240
 1525382    14133    15433   99.08%           39      11340
 1526789    12153    14819   99.21%           39      11366
 1519930    11849    14884   99.23%           39      11391
 1521871    11979    15615   99.22%           39      11484
 1319854    90069    55090   93.61%           39      11972
 1579124    72635    14612   95.60%           39      11177
 1650470    23095    14488   98.62%           39      11243
 1667843    15661    14365   99.07%           39      11281
 1668742    13310    14752   99.21%           39      11377
 1667751    12102    14816   99.28%           39      11402
 1706041    11782    15137   99.31%           39      11492
 1719146    11219    14903   99.35%           39      11514
 1642852    19921    14701   98.80%           39      11140
 1577630    51354    14879   96.85%           39      11171
 1627275    27008    14140   98.37%           39      11253
 1645708    18822    14809   98.87%           39      11369
 1639657    15035    14696   99.09%           39      11406
 1697085    12867    14693   99.25%           39      11434
 1642347    12517    15269   99.24%           39      11527
 1656503    11136    14525   99.33%           39      11548
 1656818    11612    15257   99.30%           39      11639
 1592126    38875     7880   97.62%           39      11100
 1625222    26594     5153   98.39%           39      11208
 1635917    12807     5308   99.22%           39      11262
 1695423     6881     5436   99.60%           39      11295
 1610937     3424     5271   99.79%           39      11313
 1564257     2303     5138   99.85%           39      11326
 1533286     1776     4970   99.88%           39      11337
 1484938     1394     5049   99.91%           39      11347
 1483720     1264     4938   99.91%           39      11357
 1406809     1211     4788   99.91%           39      11366
 1334207     1114     4664   99.92%           39      11374
 1343124     1116     4729   99.92%           39      11383
 1236512      985     4425   99.92%           39      11390
 1258159      990     4416   99.92%           39      11398
 1198698      938     4233   99.92%           39      11405
 1228724      976     4415   99.92%           39      11413
 1183603      932     4194   99.92%           39      11420
 1225183      936     4217   99.92%           39      11428
 1211054      962     4331   99.92%           39      11435
 1243351      917     4166   99.93%           39      11442
 1183135      923     4138   99.92%           39      11449
 1227010      982     4427   99.92%           39      11457
 1171217      951     4291   99.92%           39      11465
 1172113    34901    38205   97.11%           39      11736
 1194098    77812    36777   93.88%           39      11583
 1222272    40791    43499   96.77%           39      11772
 1286782    38182    41144   97.12%           39      11942
 1327206    40033    42942   97.07%           39      12047
 1294293    40496    43169   96.97%           39      12232
 1285494    45106    42351   96.61%           39      12199
  862566   129977    16734   86.90%           39      11270
  946626    62215    16828   93.83%           39      11503
 1063946    37310    16968   96.61%           39      11638
 1099332    24234    17398   97.84%           39      11724
 1085979    19201    17484   98.26%           39      11791
 1122151    16072    17273   98.59%           39      11907
 1041085    15914    17939   98.49%           39      11963
 1109643    15173    17875   98.65%           39      12015
 1021446    37342    17319   96.47%           39      11251
  895859    50693    16883   94.64%           39      11442
  939471    36915    18153   96.22%           39      11646
  961629    25623    15196   97.40%           39      11728
  940768    21571    15914   97.76%           39      11801
  836900    18526    17206   97.83%           39      11865
  811807    17254    16936   97.92%           39      11924
  782592    17242    17904   97.84%           39      12052
  745697    16081    17157   97.89%           39      12108
  669474    47400    16377   93.39%           39      11386
  679618    40301    16462   94.40%           39      11534
  647203    31302    16149   95.39%           39      11647
  574812    24983    16448   95.83%           39      11737
  501094    21120    15847   95.96%           39      11811
  451365    20304    17177   95.70%           39      11951
  464566    18889    16240   96.09%           39      12018
  331433    31840    15236   91.24%           39      11361
  273948    30269    15323   90.05%           39      11471
  265342    26515    15180   90.92%           39      11566
  264942    24490    15117   91.54%           39      11652
  310320    22738    15502   93.17%           39      11733
  189665    20542    16222   90.23%           39      11874
  170036    18679    15313   90.10%           39      11940
  137083    23028    14726   85.62%           39      11251
  145280    25683    14943   84.98%           39      11343
  128287    23852    14875   84.32%           39      11428
  145876    23451    14983   86.15%           39      11511
  100389    20524    15044   83.03%           39      11584
   89763    19785    15230   81.94%           39      11655
   89011    20925    15999   80.97%           39      11797
  121156    18964    15196   86.47%           39      11864
   84545    18178    14999   82.30%           39      11927
   91464    19116    15242   82.71%           39      11996
   70920    21287    14930   76.91%           39      10915
   81440    26380    14986   75.53%           39      11010
   83921    24292    14964   77.55%           39      11098
   75322    23822    14955   75.97%           39      11183
   70370    22884    15148   75.46%           39      11303
   71726    23690    15555   75.17%           39      11417
   85599    23272    14961   78.62%           39      11501
   93404    12972     3854   87.81%           40      10729
  110783    11374      448   90.69%           40      10775
   68903    11017      431   86.21%           40      10818
   70656    10228      417   87.35%           40      10858
   71672     9396      418   88.41%           40      10895
   81099     9735      521   89.28%           40      10934
   82910     9926      491   89.31%           40      10972
   85110     9163      503   90.28%           40      11009
   76359     8202      464   90.30%           40      11041
   86189     8530      554   90.99%           40      11075
  117676     8383      464   93.35%           40      11108
   86551     7964      513   91.57%           40      11139
   87713     7473      544   92.15%           40      11169
   86975     7581      524   91.98%           40      11199
   88389     6692      522   92.96%           40      11226
   85262     5952      530   93.47%           40      11249
   86671     5978      525   93.55%           40      11273
   89351     5186      529   94.51%           40      11293
   89661     5156      472   94.56%           40      11314
   89014     5379      524   94.30%           40      11335
  120318     4530      530   96.37%           40      11353
   90158     4480      537   95.27%           40      11371
   87342     4128      550   95.49%           40      11388
   88050     4313      582   95.33%           40      11405
   91713     3802      521   96.02%           40      11420
   89765     3523      504   96.22%           40      11434
   90888     3609      529   96.18%           40      11449
   91339     3218      549   96.60%           40      11462
   92094     3316      518   96.52%           40      11475
   88911     2779      528   96.97%           40      11486
  121836     2907      537   97.67%           40      11498
   91423     2944      488   96.88%           40      11510
   89902     2817      535   96.96%           40      11521
   92165     2321      525   97.54%           40      11531
   92323     2288      510   97.58%           40      11540
   91483     2111      532   97.74%           40      11549
   89199     2041      549   97.76%           40      11557
   93007     1993      562   97.90%           40      11565
   92981     1679      539   98.23%           40      11572
   92446     1786      542   98.10%           40      11579
  124104     2009      551   98.41%           40      11587
   93519     1432      536   98.49%           40      11594
   93619     1453      515   98.47%           40      11600
   89540     1452      530   98.40%           40      11606
   92045     1414      545   98.49%           40      11612
   93539     1571      531   98.35%           40      11618
   94054     1104      570   98.84%           40      11623
   93234     1152      624   98.78%           40      11628
   93076     1202      515   98.73%           40      11632
   94005     1191      538   98.75%           40      11638
  121686     1019      518   99.17%           40      11642
   94344      921      544   99.03%           40      11646
   94381      837      546   99.12%           40      11650
   93832      913      551   99.04%           40      11654
   94035      899      540   99.05%           40      11658
   93354      883      545   99.06%           40      11661
   94036      726      557   99.23%           40      11665
   91207      716      534   99.22%           40      11668
   94241      573      564   99.40%           40      11671
   94427      600      528   99.37%           40      11673
  126179      572      554   99.55%           40      11676
  138212      608      510   99.56%           40      11679
   94582      666      543   99.30%           40      11682
   90456      463      526   99.49%           40      11684
   94883      519      524   99.46%           40      11686
   95018      462      601   99.52%           40      11688
   94628      609      580   99.36%           40      11691
   94864      489      564   99.49%           40      11693
   94938      356      567   99.63%           40      11695
   94883      373      513   99.61%           40      11697
  122834      388      525   99.69%           40      11699
   94003      487      574   99.48%           40      11701
   94848      464      526   99.51%           40      11703
   94600      293      576   99.69%           40      11705
   95686      313      558   99.67%           40      11707
