Script started on 2025-11-15 13:04:29+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
     777        8      116   98.98%           17        451
       1        0      115  100.00%           17        451
      41        0      149  100.00%           17        451
       6        0      120  100.00%           17        451
   10366        0      116  100.00%           17        451
   66023       11      115   99.98%           17        451
       6        0      115  100.00%           17        451
       6        0      125  100.00%           17        451
       3        1      116   75.00%           17        451
       1        0      116  100.00%           17        451
       3        0      115  100.00%           17        451
       2        0      115  100.00%           17        451
      11        1      119   91.67%           17        451
       0        0      117    0.00%           17        451
   19047        0      116  100.00%           17        451
   13195        0      115  100.00%           17        451
       3        0      116  100.00%           17        451
       8        0      121  100.00%           17        451
       2        0      117  100.00%           17        451
       2        0      116  100.00%           17        451
       3        0      115  100.00%           17        451
       1        0      116  100.00%           17        451
      16        0      119  100.00%           17        451
       1        0      121  100.00%           17        451
   15892        0      115  100.00%           17        451
   16972        0      115  100.00%           17        451
       3        0      116  100.00%           17        451
       0        0      121    0.00%           17        451
      10        0      120  100.00%           17        451
    2483       81      178   96.84%           18        451
       9        0      116  100.00%           18        451
       2        0      115  100.00%           18        451
       0        0      126    0.00%           18        451
       9        0      121  100.00%           18        451
   32220        0      115  100.00%           18        451
       1        0      116  100.00%           18        451
       3        0      115  100.00%           18        451
       0        0      122    0.00%           18        451

Script done on 2025-11-15 13:05:10+00:00 [COMMAND_EXIT_CODE="143"]
