Script started on 2025-11-15 12:43:10+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
 1541962    17900    18733   98.85%           81       8742
 1536908    13015    18768   99.16%           81       8840
 1536357    11063    17547   99.29%           81       8862
 1571362    11956    18761   99.24%           81       8956
 1527041    10909    18005   99.29%           81       8978
 1576209    13914    19382   99.12%           81       8885
 1404215    51114    27514   96.49%           81       8775
 1505392    20536    20388   98.65%           81       8842
 1493673    13495    19172   99.10%           81       8944
 1511132    13562    20574   99.11%           81       8988
 1353235    50116    60481   96.43%           81       9385
 1504600    48843    28260   96.86%           81       9083
 1633613    28526    20622   98.28%           81       8660
 1577713    48209    22839   97.03%           81       8901
 1668080    20417    19054   98.79%           81       8962
 1686036    14032    18872   99.17%           81       9063
 1689983    11444    18073   99.33%           81       9089
 1658104    10785    17731   99.35%           81       9110
 1711826    11518    18502   99.33%           81       9201
 1582347    31727    17126   98.03%           81       8780
 1645618    30971    12358   98.15%           81       8913
 1651167     9759     9906   99.41%           81       8960
 1701995     3248     9161   99.81%           81       8980
 1660084     2693     8920   99.84%           81       8998
 1693136     1407     8816   99.92%           81       9011
 1687680     1286     8652   99.92%           81       9024
 1689852        0    10929  100.00%           81       9038
 1654169        0     9912  100.00%           81       9049
 1664929        0     9919  100.00%           81       9061
 1680987      328     9816   99.98%           81       9075
 1654469      246     9342   99.99%           81       9087
 1695754      499     9422   99.97%           81       9099
 1641965      667     9107   99.96%           81       9111
 1701353     1617    12170   99.91%           81       9129
 1634138     1171     8190   99.93%           81       9141
 1703050     1522     8502   99.91%           81       9154
 1649195     1227     8582   99.93%           81       9167
 1644279     1167     8259   99.93%           81       9179
 1689555     1520     8422   99.91%           81       9192
 1629321      883     8901   99.95%           81       9205
 1661016      349     9315   99.98%           81       9218
 1620765      925     8575   99.94%           81       9230
 1570494    25280    32579   98.42%           81       9433
 1533173    69582    41350   95.66%           81       9347
 1735725    26963    33893   98.47%           81       9431
 1791313    29137    35877   98.40%           81       9596
 1768541    27154    34573   98.49%           81       9683
 1713903    27646    34288   98.41%           81       9771
 1759497    28416    35387   98.41%           81       9919
 1714398    27391    33960   98.43%           81      10004
 1742192    28156    35036   98.41%           81      10161
 1111974   129078    41021   89.60%           81       9108
 1171547    62987    41283   94.90%           82       9383
 1548800    29606    22630   98.12%           82       9551
 1604033    14795    18944   99.09%           82       9589
 1623212    12712    18522   99.22%           82       9686
 1539304    43030    21241   97.28%           82       9450
 1545155    22614    19678   98.56%           82       9521
 1578683    14860    18820   99.07%           82       9626
 1611045    11540    18016   99.29%           82       9651
 1592082    11850    18634   99.26%           82       9744
 1613588    10748    18179   99.34%           82       9766
 1580034    11000    18193   99.31%           82       9855
 1596814    11029    18372   99.31%           82       9880
 1510744    33812    20062   97.81%           82       9348
 1519181    52413    23342   96.66%           82       9605
 1503335    22417    19165   98.53%           82       9675
 1551056    15315    19238   99.02%           82       9782
 1530444    12544    17834   99.19%           82       9810
 1587102    10668    17582   99.33%           82       9831
 1543333    11482    18493   99.26%           82       9923
 1558824    10885    17967   99.31%           82       9945
 1524702     9135    19990   99.40%           82      10036
 1441506    52364    26338   96.49%           82       9599
 1488413    33533    26412   97.80%           82       9790
 1550014    17903    17954   98.86%           82       9839
 1360330    51035    55927   96.38%           82      10167
 1488565    52458    32236   96.60%           82       9957
 1694200    14944    19635   99.13%           82       9998
 1691145    11595    18568   99.32%           82      10090
 1584558    49170    21324   96.99%           82       9749
 1610758    27715    19618   98.31%           82       9838
 1676816    17219    19276   98.98%           82       9953
 1658441    12952    18119   99.23%           82       9983
 1686919    12037    18793   99.29%           82      10077
 1686404    10740    17520   99.37%           82      10098
 1699643    11481    18641   99.33%           82      10190
 1649289    11035    17646   99.34%           82      10213
 1693279    10643    18064   99.38%           82      10235
 1663825    11346    18437   99.32%           82      10326
 1586915    51406    17693   96.86%           82       9719
 1615215    37830    13535   97.71%           82       9880
 1616313    10463    11461   99.36%           82       9937
 1685056     2007    11443   99.88%           82       9963
 1654185      595    10448   99.96%           82       9980
 1716674     1151    12687   99.93%           82       9998
 1660593     1455     8358   99.91%           82      10011
 1697489     1507     8489   99.91%           82      10024
 1652425     1218     8298   99.93%           82      10037
 1648385     1219     8495   99.93%           82      10049
 1670604     1248     8703   99.93%           82      10061
 1652181     1678     8489   99.90%           82      10075
 1672545     1458     8767   99.91%           82      10088
 1663540     1360     8851   99.92%           82      10101
 1681699     1165     8633   99.93%           82      10113
 1668823     1251     8426   99.93%           82      10125
 1678715     1245     8664   99.93%           82      10138
 1643125     1175     8567   99.93%           82      10150
 1636830     5269    12726   99.68%           82      10193
 1497354    38039    44985   97.52%           82      10493
 1619811    67074    37227   96.02%           82      10316
 1783316    26527    33270   98.53%           82      10395
 1718400    30249    37163   98.27%           82      10568
 1746250    26480    37019   98.51%           82      10666
 1778695    27102    36797   98.50%           82      10765
 1740566    28967    37185   98.36%           82      10935
 1766429    26914    35047   98.50%           82      11024
 1303544    88895    39840   93.62%           82       9818
 1064380    98313    39262   91.54%           83      10276
 1530682    41674    24783   97.35%           83      10424
 1600243    18944    20421   98.83%           83      10481
 1580328    13040    18840   99.18%           83      10578
 1583602    32616    19847   97.98%           83      10302
 1562736    28791    20752   98.19%           83      10462
 1606378    17190    18487   98.94%           83      10510
 1612956    12889    18116   99.21%           83      10542
 1591455    12469    18856   99.22%           83      10637
 1614366    11022    17956   99.32%           83      10659
 1577245    11264    18177   99.29%           83      10750
 1486480    49195    20536   96.80%           83      10408
 1537612    29597    20415   98.11%           83      10572
 1531899    16580    18564   98.93%           83      10617
 1574401    12139    17754   99.23%           83      10644
 1607792    11902    18575   99.27%           83      10737
 1546787    10925    17839   99.30%           83      10759
 1616245    11502    18912   99.29%           83      10852
 1545314    10814    17677   99.31%           83      10874
 1611642    10775    18098   99.34%           83      10896
 1535976    10188    19496   99.34%           83      10988
 1585686     8195    20068   99.49%           83      11009
 1548791     9735    19915   99.38%           83      11101
 1451110    67328    27013   95.57%           83      10454
 1350870    64296    39222   95.46%           83      10824
 1329688    61587    45943   95.57%           83      10660
 1582370    40373    26552   97.51%           83      10806
 1718092    14929    19719   99.14%           83      10913
 1638025    32800    19653   98.04%           83      10635
 1657883    31085    21065   98.16%           83      10807
 1653462    16641    18673   99.00%           83      10853
 1706624    12855    18255   99.25%           83      10884
 1680996    11952    18186   99.29%           83      10977
 1704357    11011    17768   99.36%           83      10999
 1682772    11499    18808   99.32%           83      11092
 1627205    39789    14972   97.61%           83      10689
 1638063    20972    10963   98.74%           83      10781
 1720920     7743     9516   99.55%           83      10820
 1668501     3318     8889   99.80%           83      10841
 1728051     2053     8929   99.88%           83      10857
 1673642     1507     8641   99.91%           83      10870
 1715439        0    14332  100.00%           83      10887
 1664537     1351     8137   99.92%           83      10900
 1716606     1441     8358   99.92%           83      10913
 1675992     1233     8466   99.93%           83      10925
 1685766     1221     8473   99.93%           83      10937
 1662727     1210     8630   99.93%           83      10949
 1711356     1499     8449   99.91%           83      10963
 1652545     1388     8244   99.92%           83      10975
 1681718     1469     8649   99.91%           83      10988
 1647660     1278     8438   99.92%           83      11001
 1702262     1228     8821   99.93%           83      11013
 1653477     1305     8538   99.92%           83      11025
 1698790     1191     8507   99.93%           83      11037
 1653209     1181     8495   99.93%           83      11049
 1683177     1185     8603   99.93%           83      11061
 1640343     1140     8394   99.93%           83      11073
 1641024    17233    24479   98.96%           83      11210
 1450792    64489    40710   95.74%           83      11100
 1736740    37108    37457   97.91%           83      11301
 1771114    27197    33750   98.49%           83      11386
 1715114    28689    38460   98.35%           83      11531
 1773598    27225    36555   98.49%           83      11627
 1772075    28360    37172   98.42%           83      11732
 1720048    29474    38155   98.32%           83      11907
 1754699    28753    36776   98.39%           83      12007
  918236   123849    40280   88.12%           83      10955
 1392632    72255    35369   95.07%           83      11238
 1538126    28991    23563   98.15%           83      11402
 1609605    15600    19418   99.04%           83      11446
 1592270    12615    19050   99.21%           83      11542
 1623662    11314    18038   99.31%           83      11567
 1542019    24999    19074   98.40%           83      11129
 1560145    44999    22568   97.20%           83      11354
 1562735    21001    18573   98.67%           83      11416
 1603471    15474    19321   99.04%           83      11524
 1581925    11997    18094   99.25%           83      11551
 1624586    11165    17713   99.32%           84      11575
 1571044    11619    18773   99.27%           84      11667
 1530610    32201    19885   97.94%           84      11259
 1490140    39266    21756   97.43%           84      11463
 1550581    21238    19096   98.65%           84      11527
 1534334    11583    21523   99.25%           84      11633
 1567850    10383    19402   99.34%           84      11661
 1536447     9657    19229   99.38%           84      11684
 1587481    11129    23306   99.30%           84      11786
 1442280    46259    19541   96.89%           84      11429
 1533863    30677    20645   98.04%           84      11600
 1501271    16307    18443   98.93%           84      11643
 1542114    13757    18257   99.12%           84      11677
 1507243    12616    18868   99.17%           84      11774
 1443466    33840    40302   97.71%           84      11973
 1371076    57871    44361   95.95%           84      11844
 1529259    56357    25659   96.45%           84      11538
 1642693    31562    20636   98.11%           84      11643
 1635690    18569    19483   98.88%           84      11764
 1695461    13401    18476   99.22%           84      11797
 1714301    12549    18705   99.27%           84      11893
 1655268    11276    17848   99.32%           84      11917
 1696940    11843    18535   99.31%           84      12010
 1652605    11048    17987   99.34%           84      12034
 1616432    28654    16948   98.26%           84      11472
 1569356    36149    16081   97.75%           84      11640
 1670297    12702    12991   99.25%           84      11709
 1665124     5214    10437   99.69%           84      11744
 1719802     2659    13258   99.85%           84      11768
 1665602     2098     8183   99.87%           84      11784
 1713475     1712     8425   99.90%           84      11799
 1665066     1332     8406   99.92%           84      11811
 1702144     1218     8692   99.93%           84      11824
 1665795     1250     8698   99.93%           84      11836
 1685544     1655     8861   99.90%           84      11850
 1651674     1460     8519   99.91%           84      11862
 1698287     1355     8895   99.92%           84      11876
 1648795     1171     8465   99.93%           84      11888
 1682751     1266     9049   99.92%           84      11900
 1647283     1263     8489   99.92%           84      11912
 1704252     1222     8697   99.93%           84      11925
 1646608     1198     8592   99.93%           84      11937
 1688152     1184     8732   99.93%           84      11949
 1634382     1151     8406   99.93%           84      11960
 1683044     1185     8576   99.93%           84      11973
 1632385     1439     8401   99.91%           84      11985
 1668076     1766     8584   99.89%           84      12000
 1418578    28027    30017   98.06%           86      12205
 1485078    69062    39258   95.56%           86      12111
 1759411    26106    32980   98.54%           86      12186
 1779064    29692    36409   98.36%           86      12357
 1724172    25533    36852   98.54%           87      12480
 1778665    27289    36643   98.49%           87      12575
 1762195    26318    34933   98.53%           87      12662
 1716765    28390    36520   98.37%           87      12792
 1740423    28736    36832   98.38%           87      12958
 1044107   122781    42107   89.48%           87      11883
 1314196    70761    32936   94.89%           87      12157
 1565475    29322    23699   98.16%           87      12322
 1557241    16316    19789   98.96%           87      12369
 1636916    12993    18822   99.21%           87      12466
 1593801    11301    17881   99.30%           87      12489
 1628993    10724    17679   99.35%           87      12510
 1601314    11434    18671   99.29%           87      12602
 1540787    36917    20134   97.66%           87      12084
 1504518    45291    22126   97.08%           87      12310
 1559702    23661    19890   98.51%           87      12386
 1560500    16331    18716   98.96%           87      12495
 1601030    12874    18234   99.20%           87      12526
 1566720    11079    17448   99.30%           87      12548
 1626242    11285    18365   99.31%           87      12638
 1563150    10823    17693   99.31%           87      12659
 1587956    11472    18732   99.28%           87      12751
 1441088    52914    24738   96.46%           87      12299
 1517568    34635    20152   97.77%           87      12418
 1513739    20161    19220   98.69%           87      12544
 1561773    14736    18480   99.07%           87      12583
 1525900    12775    18334   99.17%           87      12678
 1561951    11252    17751   99.28%           87      12702
 1519896    11748    18615   99.23%           87      12795
 1574601    10684    17789   99.33%           87      12817
 1457664    29540    35719   98.01%           87      12982
 1385975    51809    45469   96.40%           87      12842
 1523984    68313    28376   95.71%           87      12329
 1609198    49253    23329   97.03%           87      12571
 1637476    25215    19376   98.48%           87      12650
 1683835    17132    18891   98.99%           87      12699
 1664743    13783    18932   99.18%           87      12800
 1697929    11721    17978   99.31%           87      12826
 1644824    11930    18395   99.28%           87      12920
 1722378    10936    17633   99.37%           87      12941
 1697567    11115    18350   99.35%           87      13032
 1650680    11195    18101   99.33%           87      13056
 1626813    32418    17766   98.05%           87      12382
 1573073    46317    16198   97.14%           87      12578
 1688935    18216    10648   98.93%           87      12659
 1668411     8251     9392   99.51%           87      12699
 1701843     4416     8982   99.74%           87      12726
 1667719     2564     8412   99.85%           87      12742
 1722092     1782     8975   99.90%           87      12758
 1700196     1325     8386   99.92%           87      12771
 1712983     1355     8503   99.92%           87      12783
 1671658     1225     8382   99.93%           87      12795
 1702254     1194     8519   99.93%           87      12807
 1664396     1194     8653   99.93%           87      12819
 1691439     1170     8425   99.93%           87      12831
 1658423     1151     8471   99.93%           87      12843
 1700408     1177     8596   99.93%           87      12855
 1649818     1681     8542   99.90%           87      12869
 1699075     1394     8610   99.92%           87      12881
 1713023     1174     8275   99.93%           87      12893
 1690636     1216     8759   99.93%           87      12905
 1641968     1268     8417   99.92%           87      12918
 1682833     1369     8803   99.92%           87      12930
 1644674     1164     8503   99.93%           87      12942
 1525364    40948    48141   97.39%           87      13264
 1613745    65578    35288   96.09%           87      13070
 1757985    28945    35856   98.38%           87      13231
 1732367    26657    33346   98.48%           87      13313
 1797212    28154    34884   98.46%           87      13439
 1773288    27667    34091   98.46%           87      13525
 1721138    30009    36798   98.29%           88      13695
 1739660    24517    34441   98.61%           88      13753
 1559817    64926    41076   96.00%           88      13016
  943934   107603    39725   89.77%           88      12963
 1488367    52913    29074   96.57%           88      13158
 1570165    23548    22600   98.52%           88      13304
 1579551    14326    18865   99.10%           88      13340
 1626770    12071    18377   99.26%           88      13368
 1609482    11497    18433   99.29%           88      13459
 1633461    11486    17893   99.30%           88      13484
 1574674    11144    18305   99.30%           88      13574
 1508906    59777    21480   96.19%           88      13146
 1520904    29490    20068   98.10%           88      13243
 1589473    18992    19779   98.82%           88      13365
 1549213    14056    18329   99.10%           88      13401
 1597529    13000    18900   99.19%           88      13499
 1586248    11743    21280   99.27%           88      13529
 1598760    10973    17772   99.32%           88      13553
 1466115    49664    21788   96.72%           88      13281
 1538092    26198    19141   98.33%           88      13363
 1561038    18129    19456   98.85%           88      13482
 1525309    13488    17990   99.12%           88      13515
 1572248    12249    18851   99.23%           88      13610
 1542368     9612    18930   99.38%           88      13633
 1586997    10048    18318   99.37%           88      13655
 1550569    10927    18742   99.30%           88      13747
 1555020    10169    17785   99.35%           88      13767
 1536585    11032    18096   99.29%           88      13858
 1453932    49365    56821   96.72%           88      14184
 1446481    52535    31086   96.50%           88      13765
 1510352    77239    26475   95.13%           88      13367
 1639797    38704    21454   97.69%           88      13502
 1691888    22403    19859   98.69%           88      13637
 1658552    16034    18455   99.04%           88      13681
 1709263    13771    18700   99.20%           88      13781
 1659086    11550    17734   99.31%           88      13806
 1706513    11008    17723   99.36%           88      13829
 1706288    11998    21687   99.30%           88      13925
 1739955    10660    17270   99.39%           88      13946
 1680802    11373    17949   99.33%           88      14037
 1578132    59187    22156   96.39%           88      13480
 1629729    39309    21199   97.64%           88      13616
 1631826    22795    20002   98.62%           88      13753
 1690898    15227    18054   99.11%           88      13792
 1654563    13526    18749   99.19%           88      13892
 1676711    11545    17850   99.32%           88      13917
 1686081    11581    18208   99.32%           88      14008
 1651123    10966    17710   99.34%           88      14030
 1711244    10455    17575   99.39%           88      14050
 1676042    11965    18604   99.29%           88      14145
 1688710    11041    17817   99.35%           88      14167
 1649413    11310    18575   99.32%           88      14258
 1672788     9245    18805   99.45%           88      14279
 1634625    16510    19264   99.00%           88      13966
 1508910    69181    18528   95.62%           88      13597
 1619196    29985    13346   98.18%           88      13730
 1621001    13139    10825   99.20%           88      13792
 1673330     6485     9902   99.61%           88      13827
 1664317     3256     8690   99.80%           88      13848
 1679478     1973     8943   99.88%           88      13863
 1647150     1863    12285   99.89%           88      13882
 1654927     6018    12730   99.64%           88      13930
 1546671    37252    44017   97.65%           88      14222
 1585434    64397    34202   96.10%           88      14026
 1759036    28818    35649   98.39%           88      14187
 1749888    26659    32983   98.50%           89      14268
 1711927    28164    34564   98.38%           89      14359
 1743050    28704    35482   98.38%           89      14478
 1778307    29225    36352   98.38%           89      14643
 1758185    27725    34357   98.45%           89      14743
 1452894    67859    35976   95.54%           89      13584
 1028208   108729    39418   90.44%           89      13933
 1478293    49359    28313   96.77%           89      14115
 1515142    17303    25563   98.87%           89      14185
 1615426    13330    21727   99.18%           89      14293
 1602847    11652    21705   99.28%           89      14323
 1646585    11676    18328   99.30%           89      14416
 1567732    11003    17264   99.30%           89      14438
 1650573    11451    18355   99.31%           89      14530
 1459714    52705    21316   96.52%           89      14073
 1550435    33642    20524   97.88%           89      14187
 1530979    19678    19086   98.73%           89      14311
 1589951    14749    18280   99.08%           89      14348
 1553368    13177    18842   99.16%           89      14447
 1595205    11456    18064   99.29%           89      14472
 1562667    11213    18073   99.29%           89      14561
 1585143    10725    17586   99.33%           89      14582
 1525024    26839    19425   98.27%           89      14083
 1502450    49799    22612   96.79%           89      14271
 1543312    26220    19929   98.33%           89      14355
 1527818    17765    19272   98.85%           89      14471
 1571636    13773    18238   99.13%           89      14505
 1544674    12489    17783   99.20%           89      14534
 1572593    10017    19954   99.37%           89      14626
 1483838    25434    21424   98.31%           89      14203
 1499236    35836    23057   97.67%           89      14400
 1392040    54507    53856   96.23%           89      14732
 1439781    55011    39034   96.32%           89      14554
 1715545    20051    20646   98.84%           89      14615
 1720196    12858    18398   99.26%           89      14645
 1676814    12290    18407   99.27%           89      14740
 1721259    11162    17935   99.36%           89      14764
 1690995    11652    18337   99.32%           89      14855
 1616435    50384    21690   96.98%           89      14392
 1636275    33212    20305   98.01%           89      14503
 1646847    20844    19564   98.75%           89      14632
 1684644    15381    18023   99.10%           89      14671
 1659168    13784    18834   99.18%           89      14771
 1721700    11374    17924   99.34%           89      14795
 1702159    11773    18316   99.31%           89      14888
 1694077    10967    17678   99.36%           89      14910
 1675002    19936    17566   98.82%           89      14589
 1576188    42040    12985   97.40%           89      14496
 1666305    18722    11110   98.89%           89      14579
 1636683     4874    12602   99.70%           89      14621
 1704629     2669    10622   99.84%           89      14647
 1651317     1473     9707   99.91%           89      14665
 1694120      924     9670   99.95%           89      14680
 1676220      732     8919   99.96%           89      14693
 1705440      835     9312   99.95%           89      14706
 1679781     1367    12287   99.92%           89      14723
 1676581     1327     8303   99.92%           89      14735
 1680858     1411     8136   99.92%           89      14748
 1688522     1244     8394   99.93%           89      14760
 1690169     1169     8515   99.93%           89      14772
 1664501     1154     8298   99.93%           89      14783
 1691751     1609     8398   99.90%           89      14797
 1650577     1430     8154   99.91%           89      14810
 1714292     1227     8578   99.93%           89      14822
 1609636     9159    15775   99.43%           89      14895
 1540283    34482    41823   97.81%           89      15168
 1635492    67472    37684   96.04%           89      14992
 1721535    27254    33763   98.44%           89      15077
 1743489    27938    34914   98.42%           89      15215
 1752000    27965    35060   98.43%           89      15306
 1752602    28965    35468   98.37%           89      15468
 1756331    27649    34446   98.45%           89      15587
 1754052    27421    34049   98.46%           89      15672
 1377612    69584    35672   95.19%           89      14388
  984432    94364    45230   91.25%           89      14857
 1464899    49694    32651   96.72%           90      15051
 1568772    24430    22225   98.47%           90      15131
 1585294    16093    19957   99.00%           90      15242
 1629622    12297    18767   99.25%           90      15271
 1597842    12036    18803   99.25%           90      15365
 1528691    40977    20708   97.39%           90      14991
 1540061    30846    20763   98.04%           90      15160
 1549066    18241    18689   98.84%           90      15211
 1586322    14639    18196   99.09%           90      15249
 1597602    13389    18919   99.17%           90      15348
 1575345    11196    17879   99.29%           90      15371
 1593319    11749    18609   99.27%           90      15463
 1569220    11038    18075   99.30%           90      15487
 1551658    18283    18390   98.84%           90      15184
 1486962    53507    23254   96.53%           90      15156
 1512093    27610    19520   98.21%           90      15245
 1563310    19715    19857   98.75%           90      15370
 1542366    14076    17846   99.10%           90      15405
 1600833    12869    18634   99.20%           90      15502
 1539530    11966    18310   99.23%           90      15530
 1557000     7842    20622   99.50%           90      15553
 1549757     9720    20245   99.38%           90      15646
 1600130    10893    21201   99.32%           90      15672
 1508254    17270    23978   98.87%           90      15809
 1327524    92663    56508   93.48%           90      16289
 1432377    73105    31141   95.14%           90      15316
 1684704    27601    21471   98.39%           90      15475
 1661519    16932    18618   98.99%           90      15521
 1751886    14262    18751   99.19%           90      15623
 1690968    12198    17443   99.28%           90      15650
 1711838    11709    18370   99.32%           90      15740
 1710911    11256    18311   99.35%           90      15765
 1663747    10505    17001   99.37%           90      15785
 1701641    11456    18501   99.33%           90      15876
 1670886    10821    17851   99.36%           90      15898
 1717212    11444    18720   99.34%           90      15989
 1553497    66115    23084   95.92%           90      15330
 1576974    40822    20808   97.48%           90      15473
 1677311    25698    20216   98.49%           90      15622
 1678497    17728    18838   98.95%           90      15671
 1646986    12185    20772   99.27%           90      15775
 1701485    10525    23184   99.39%           90      15807
 1657850    12234    18209   99.27%           90      15901
 1667301    11349    17704   99.32%           90      15925
 1657538    11026    17740   99.34%           90      15949
 1679364    11182    18009   99.34%           90      16038
 1674159    10859    18074   99.36%           90      16061
 1635601    11943    18617   99.28%           90      16156
 1563506    60535    14714   96.27%           90      15443
 1627231    31200    12273   98.12%           90      15576
 1632979    13905    10186   99.16%           90      15640
 1687793     7710     9668   99.55%           90      15678
 1652705     4148     8960   99.75%           90      15702
 1677353     3260     9019   99.81%           90      15723
 1651604     2098     8438   99.87%           90      15739
 1687342     1538     8562   99.91%           90      15752
 1638518     1312     8267   99.92%           90      15764
 1664778     7362    14519   99.56%           90      15823
 1562655    36368    43247   97.73%           90      16109
 1586578    65413    35604   96.04%           90      15918
 1778398    27231    35822   98.49%           90      16034
 1764713    25997    37948   98.55%           90      16130
 1756554    29165    39510   98.37%           90      16307
 1697366    30315    39805   98.25%           90      16439
 1735462    30788    40167   98.26%           90      16562
 1726643    30971    39540   98.24%           90      16681
  973622   118010    45038   89.19%           90      15627
 1325454    71769    35120   94.86%           90      15908
 1509098    33741    28091   97.81%           90      16097
 1458250    19086    22268   98.71%           90      16160
 1492739    14742    20852   99.02%           90      16203
 1429668    14459    21795   99.00%           90      16314
 1280991    15229    22166   98.83%           90      16370
 1097478    45359    23376   96.03%           90      15900
  968502    35477    22975   96.47%           90      16034
  789372    25318    21004   96.89%           90      16129
  760458    20837    20437   97.33%           91      16206
  777809    19939    20964   97.50%           91      16346
  811488    18070    20659   97.82%           91      16414
  702287    41073    22111   94.47%           91      15927
  768356    35908    24751   95.54%           91      16068
  705523    27591    20723   96.24%           91      16172
  612056    22886    19713   96.40%           91      16256
  629024    18942    18688   97.08%           91      16322
  603320    19421    20273   96.88%           91      16462
  563095    17355    18932   97.01%           91      16525
  511462    16301    17965   96.91%           91      16581
  452488    34767    19490   92.86%           91      15809
  481064    39219    20329   92.46%           91      15959
  493581    31919    20000   93.93%           91      16078
  390025    25888    18948   93.78%           91      16174
  409583    24984    19290   94.25%           91      16332
  345903    21085    18150   94.25%           91      16410
  328422    20465    17335   94.13%           91      16480
  281324    26898    17548   91.27%           91      15807
  246993    30057    18367   89.15%           91      15917
  257521    28168    17458   90.14%           91      16019
  253306    25551    18281   90.84%           91      16178
  293215    24138    17541   92.39%           91      16265
  258358    22432    17364   92.01%           91      16343
  271971    21535    17811   92.66%           91      16422
  276095    20145    17395   93.20%           91      16493
  288052    19928    17600   93.53%           91      16565
  283018    18693    17513   93.80%           91      16631
  288483    18718    17773   93.91%           91      16764
  239034    25601     5323   90.33%           91      15648
  262077    21834     5867   92.31%           91      15741
  257355    16390     6836   94.01%           91      15820
  303965    15048     5798   95.28%           91      15888
  270002    12276     4834   95.65%           91      15943
  277641    11499     4784   96.02%           91      15995
  274375     9227     4246   96.75%           91      16036
  277185     6002     5900   97.88%           91      16072
  238866     4803     4010   98.03%           91      16098
  175788     3118     3028   98.26%           91      16114
  137455     2512     2299   98.21%           91      16127
   91391     1425     1697   98.46%           91      16134
   79406     1432     1633   98.23%           91      16142

Script done on 2025-11-15 13:04:06+00:00 [COMMAND_EXIT_CODE="143"]
