Script started on 2025-11-15 13:31:40+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
     778        8      116   98.98%           17        436
       5        0      115  100.00%           17        436
      33        0      134  100.00%           17        436
      12        0      118  100.00%           17        436
   32073        0      116  100.00%           17        436
       5        0      115  100.00%           17        436
       3        0      115  100.00%           17        436
       5        0      116  100.00%           17        436
       4        3      116   57.14%           17        436
       5        0      116  100.00%           17        436
       3        0      115  100.00%           17        436
       5        0      115  100.00%           17        436
       4        0      116  100.00%           17        436
       9        0      122  100.00%           17        436
   32321        0      116  100.00%           17        436
       5        0      115  100.00%           17        436
       4        0      116  100.00%           17        436
       5        0      115  100.00%           17        436
      22        0      122  100.00%           17        436
       5        0      116  100.00%           17        436
       4        0      115  100.00%           17        436
       5        0      116  100.00%           17        436
       3        0      115  100.00%           17        436
      10        0      124  100.00%           17        436
   32464        0      115  100.00%           17        436
       5        0      115  100.00%           17        436
      43       37      117   53.75%           17        436
       5        0      115  100.00%           17        436
       6        0      128  100.00%           17        436
       5        0      115  100.00%           17        436
       3        0      116  100.00%           17        436
       5        0      115  100.00%           17        436
       3        0      115  100.00%           17        436
      15        0      125  100.00%           17        436
   31771        0      117  100.00%           17        436
       5        0      116  100.00%           17        436
       3        0      115  100.00%           17        436
       5        0      116  100.00%           17        436
      10        0      123  100.00%           17        436
       5        0      115  100.00%           17        436
       3        0      116  100.00%           17        436
       5        0      115  100.00%           17        436

Script done on 2025-11-15 13:32:25+00:00 [COMMAND_EXIT_CODE="143"]
