seq,opcode,opname,len,unique,err,enqueue_ts_ns,dequeue_ts_ns,done_ts_ns,queueing_ns,daemon_ns
1,1,LOOKUP,0,825374,0,63014796216619,63014796256625,63014804876458,40006,8619833
2,14,OPEN,0,825376,0,63014804935569,63014804964216,63014805023623,28647,59407
3,1,LOOKUP,0,825378,0,63014804946376,63014804969856,63014805295934,23480,326078
4,14,OPEN,0,825380,0,63014805331501,63014805353266,63014805394984,21765,41718
5,1,LOOKUP,0,825382,0,63014805340801,63014805359965,63014805420419,19164,60454
6,14,OPEN,0,825384,0,63014805447114,63014805464050,63014805498295,16936,34245
7,1,LOOKUP,0,825386,0,63014805453435,63014805490293,63014805571895,36858,81602
8,14,OPEN,0,825388,0,63014805610814,63014805631258,63014805671241,20444,39983
9,1,LOOKUP,0,825390,0,63014805620870,63014805656089,63014805726879,35219,70790
11,1,LOOKUP,0,825394,0,63014805776579,63014805790528,63014805814704,13949,24176
10,14,OPEN,0,825392,0,63014805766766,63014805788537,63014805832572,21771,44035
12,14,OPEN,0,825396,0,63014805852794,63014805870723,63014805895243,17929,24520
13,1,LOOKUP,0,825398,0,63014805859835,63014805877343,63014805914765,17508,37422
15,14,OPEN,0,825402,0,63014805947297,63014805959980,63014805978506,12683,18526
14,1,LOOKUP,0,825400,0,63014805942106,63014805955054,63014806000679,12948,45625
16,14,OPEN,0,825404,0,63014806016302,63014806028372,63014806045062,12070,16690
17,1,LOOKUP,0,825406,0,63014806022831,63014806044410,63014806090309,21579,45899
18,14,OPEN,0,825408,0,63014806113119,63014806127772,63014806153595,14653,25823
19,1,LOOKUP,0,825410,0,63014806118839,63014806136519,63014806167610,17680,31091
20,14,OPEN,0,825412,0,63014806189746,63014806201344,63014806217777,11598,16433
21,1,LOOKUP,0,825414,0,63014806193386,63014806208070,63014806251844,14684,43774
22,14,OPEN,0,825416,0,63014806276544,63014806293291,63014806315590,16747,22299
23,1,LOOKUP,0,825418,0,63014806283131,63014806301823,63014806341977,18692,40154
24,14,OPEN,0,825420,0,63014806364465,63014806377092,63014806395804,12627,18712
25,1,LOOKUP,0,825422,0,63014806369829,63014806382927,63014806409066,13098,26139
26,14,OPEN,0,825424,0,63014806429724,63014806440023,63014806456093,10299,16070
27,1,LOOKUP,0,825426,0,63014806434240,63014806452835,63014806499118,18595,46283
28,14,OPEN,0,825428,0,63014806528904,63014806543520,63014806566184,14616,22664
29,1,LOOKUP,0,825430,0,63014806536161,63014806554392,63014806589483,18231,35091
30,14,OPEN,0,825432,0,63014806639742,63014806656706,63014806668411,16964,11705
31,1,LOOKUP,0,825434,0,63014806650111,63014806664796,63014806728599,14685,63803
32,14,OPEN,0,825436,0,63014806750181,63014806762242,63014806783697,12061,21455
33,1,LOOKUP,0,825438,0,63014806754769,63014806771638,63014806804585,16869,32947
34,14,OPEN,0,825440,0,63014806823856,63014806839039,63014806859351,15183,20312
35,1,LOOKUP,0,825442,0,63014806831012,63014806843250,63014806865958,12238,22708
36,14,OPEN,0,825444,0,63014806888602,63014806902178,63014806923390,13576,21212
37,1,LOOKUP,0,825446,0,63014806895523,63014806916397,63014806963288,20874,46891
38,14,OPEN,0,825448,0,63014806986840,63014807008636,63014807028202,21796,19566
39,1,LOOKUP,0,825450,0,63014807001495,63014807016343,63014807052106,14848,35763
40,14,OPEN,0,825452,0,63014807074634,63014807086639,63014807100866,12005,14227
41,1,LOOKUP,0,825454,0,63014807079790,63014807093345,63014807124604,13555,31259
42,14,OPEN,0,825456,0,63014807148411,63014807160328,63014807171864,11917,11536
43,1,LOOKUP,0,825458,0,63014807154114,63014807167183,63014807198858,13069,31675
44,14,OPEN,0,825460,0,63014807220785,63014807235804,63014807261453,15019,25649
45,1,LOOKUP,0,825462,0,63014807226375,63014807238157,63014807262751,11782,24594
46,14,OPEN,0,825464,0,63014807285316,63014807294188,63014807306807,8872,12619
47,1,LOOKUP,0,825466,0,63014807289791,63014807310254,63014807352090,20463,41836
48,14,OPEN,0,825468,0,63014807376005,63014807389017,63014807410684,13012,21667
49,1,LOOKUP,0,825470,0,63014807380844,63014807398361,63014807427983,17517,29622
50,14,OPEN,0,825472,0,63014807459162,63014807472167,63014807484565,13005,12398
51,1,LOOKUP,0,825474,0,63014807465627,63014807478747,63014807505998,13120,27251
52,14,OPEN,0,825476,0,63014807525580,63014807535736,63014807546761,10156,11025
53,1,LOOKUP,0,825478,0,63014807530032,63014807543329,63014807584662,13297,41333
54,14,OPEN,0,825480,0,63014807609951,63014807621752,63014807642927,11801,21175
55,1,LOOKUP,0,825482,0,63014807614528,63014807628047,63014807653936,13519,25889
56,14,OPEN,0,825484,0,63014807673166,63014807681738,63014807693965,8572,12227
57,1,LOOKUP,0,825486,0,63014807677433,63014807696032,63014807746695,18599,50663
58,14,OPEN,0,825488,0,63014807774262,63014807787962,63014807810689,13700,22727
59,1,LOOKUP,0,825490,0,63014807780733,63014807797897,63014807830928,17164,33031
60,14,OPEN,0,825492,0,63014807852980,63014807865134,63014807878423,12154,13289
61,1,LOOKUP,0,825494,0,63014807857446,63014807870867,63014807900697,13421,29830
62,14,OPEN,0,825496,0,63014807922532,63014807932260,63014807944330,9728,12070
63,1,LOOKUP,0,825498,0,63014807926969,63014807939455,63014807968742,12486,29287
64,14,OPEN,0,825500,0,63014807993359,63014808006837,63014808027393,13478,20556
65,1,LOOKUP,0,825502,0,63014807998672,63014808012517,63014808036897,13845,24380
66,14,OPEN,0,825504,0,63014808059228,63014808067534,63014808080777,8306,13243
67,1,LOOKUP,0,825506,0,63014808063236,63014808082701,63014808125717,19465,43016
68,14,OPEN,0,825508,0,63014808154322,63014808166879,63014808186147,12557,19268
69,1,LOOKUP,0,825510,0,63014808159828,63014808175703,63014808210306,15875,34603
70,14,OPEN,0,825512,0,63014808232178,63014808244448,63014808256935,12270,12487
71,1,LOOKUP,0,825514,0,63014808237440,63014808250116,63014808275502,12676,25386
72,14,OPEN,0,825516,0,63014808296914,63014808306667,63014808317854,9753,11187
73,1,LOOKUP,0,825518,0,63014808301012,63014808313972,63014808341248,12960,27276
74,14,OPEN,0,825520,0,63014808358649,63014808369679,63014808389192,11030,19513
75,1,LOOKUP,0,825522,0,63014808362662,63014808375760,63014808400508,13098,24748
76,14,OPEN,0,825524,0,63014808420168,63014808429967,63014808442246,9799,12279
77,1,LOOKUP,0,825526,0,63014808425519,63014808443995,63014808494250,18476,50255
78,14,OPEN,0,825528,0,63014808523733,63014808536873,63014808558125,13140,21252
79,1,LOOKUP,0,825530,0,63014808528497,63014808548457,63014808582707,19960,34250
80,14,OPEN,0,825532,0,63014808604795,63014808616674,63014808629527,11879,12853
81,1,LOOKUP,0,825534,0,63014808608798,63014808621340,63014808643409,12542,22069
82,14,OPEN,0,825536,0,63014808662417,63014808673032,63014808684241,10615,11209
83,1,LOOKUP,0,825538,0,63014808667159,63014808679648,63014808705967,12489,26319
84,14,OPEN,0,825540,0,63014808724986,63014808736033,63014808755489,11047,19456
85,1,LOOKUP,0,825542,0,63014808728983,63014808741403,63014808765800,12420,24397
86,14,OPEN,0,825544,0,63014808783205,63014808791363,63014808803749,8158,12386
87,1,LOOKUP,0,825546,0,63014808787370,63014808806394,63014808846916,19024,40522
88,14,OPEN,0,825548,0,63014808872939,63014808886959,63014808909022,14020,22063
89,1,LOOKUP,0,825550,0,63014808879042,63014808895647,63014808930497,16605,34850
90,14,OPEN,0,825552,0,63014808953326,63014808963319,63014808975300,9993,11981
91,1,LOOKUP,0,825554,0,63014808956089,63014808969147,63014808997348,13058,28201
92,14,OPEN,0,825556,0,63014809018008,63014809029223,63014809040318,11215,11095
93,1,LOOKUP,0,825558,0,63014809022821,63014809037330,63014809069406,14509,32076
94,14,OPEN,0,825560,0,63014809091559,63014809102660,63014809121150,11101,18490
95,1,LOOKUP,0,825562,0,63014809096013,63014809108483,63014809132299,12470,23816
96,14,OPEN,0,825564,0,63014809150497,63014809157749,63014809169419,7252,11670
97,1,LOOKUP,0,825566,0,63014809153543,63014809173759,63014809215550,20216,41791
98,14,OPEN,0,825568,0,63014809235259,63014809248401,63014809271749,13142,23348
99,1,LOOKUP,0,825570,0,63014809240225,63014809256361,63014809282120,16136,25759
100,14,OPEN,0,825572,0,63014809302863,63014809314172,63014809326671,11309,12499
101,1,LOOKUP,0,825574,0,63014809307041,63014809319440,63014809343606,12399,24166
102,14,OPEN,0,825576,0,63014809363177,63014809373004,63014809385485,9827,12481
103,1,LOOKUP,0,825578,0,63014809367198,63014809380578,63014809410804,13380,30226
104,14,OPEN,0,825580,0,63014809430400,63014809441672,63014809461711,11272,20039
105,1,LOOKUP,0,825582,0,63014809434792,63014809445879,63014809466415,11087,20536
106,14,OPEN,0,825584,0,63014809486165,63014809495219,63014809508477,9054,13258
107,1,LOOKUP,0,825586,0,63014809490529,63014809511089,63014809555801,20560,44712
108,14,OPEN,0,825588,0,63014809572692,63014809585712,63014809608927,13020,23215
109,1,LOOKUP,0,825590,0,63014809577583,63014809593847,63014809635335,16264,41488
110,14,OPEN,0,825592,0,63014809658044,63014809671150,63014809682843,13106,11693
111,1,LOOKUP,0,825594,0,63014809663401,63014809675811,63014809697959,12410,22148
112,14,OPEN,0,825596,0,63014809718948,63014809730054,63014809742776,11106,12722
113,1,LOOKUP,0,825598,0,63014809723437,63014809736923,63014809764355,13486,27432
114,14,OPEN,0,825600,0,63014809779087,63014809790051,63014809809844,10964,19793
115,1,LOOKUP,0,825602,0,63014809783370,63014809794980,63014809814693,11610,19713
116,14,OPEN,0,825604,0,63014809833332,63014809842250,63014809854864,8918,12614
117,1,LOOKUP,0,825606,0,63014809838079,63014809856336,63014809899823,18257,43487
118,14,OPEN,0,825608,0,63014809922629,63014809936822,63014809960918,14193,24096
119,1,LOOKUP,0,825610,0,63014809928474,63014809943805,63014809975572,15331,31767
