seq,opcode,opname,len,unique,err,enqueue_ts_ns,dequeue_ts_ns,done_ts_ns,queueing_ns,daemon_ns
243,15,READ,0,717820,0,62861425910375,62861425918564,62861426003585,8189,85021
242,15,READ,0,717818,0,62861425890173,62861425898235,62861426035268,8062,137033
245,15,READ,0,717824,0,62861425970503,62861425977236,62861426057663,6733,80427
244,15,READ,0,717822,0,62861425963671,62861425978692,62861426066100,15021,87408
248,15,READ,0,717830,0,62861426001551,62861426005955,62861426087684,4404,81729
246,15,READ,0,717826,0,62861425988807,62861425997954,62861426089761,9147,91807
247,15,READ,0,717828,0,62861425997095,62861426002840,62861426097842,5745,95002
249,15,READ,0,717832,0,62861426011954,62861426018226,62861426099071,6272,80845
250,15,READ,0,717834,0,62861426020706,62861426031709,62861426129762,11003,98053
251,15,READ,0,717836,0,62861426056843,62861426065185,62861426150461,8342,85276
252,15,READ,0,717838,0,62861426075302,62861426085305,62861426182620,10003,97315
253,15,READ,0,717840,0,62861426093500,62861426099095,62861426194163,5595,95068
254,15,READ,0,717842,0,62861426107609,62861426113984,62861426194436,6375,80452
257,15,READ,0,717848,0,62861426135560,62861426139912,62861426233171,4352,93259
258,15,READ,0,717850,0,62861426149252,62861426156377,62861426233396,7125,77019
256,15,READ,0,717846,0,62861426127478,62861426136775,62861426237424,9297,100649
259,15,READ,0,717852,0,62861426168785,62861426175510,62861426278715,6725,103205
255,15,READ,0,717844,0,62861426119028,62861426133673,62861426289252,14645,155579
261,15,READ,0,717856,0,62861426222674,62861426231356,62861426309615,8682,78259
262,15,READ,0,717858,0,62861426228080,62861426234624,62861426312698,6544,78074
260,15,READ,0,717854,0,62861426207864,62861426216695,62861426317214,8831,100519
265,15,READ,0,717864,0,62861426266764,62861426273188,62861426361332,6424,88144
264,15,READ,0,717862,0,62861426261420,62861426272058,62861426362010,10638,89952
263,15,READ,0,717860,0,62861426257830,62861426270682,62861426371775,12852,101093
267,15,READ,0,717868,0,62861426316806,62861426323514,62861426396450,6708,72936
266,15,READ,0,717866,0,62861426296560,62861426301532,62861426415245,4972,113713
268,15,READ,0,717870,0,62861426333238,62861426341657,62861426418953,8419,77296
269,15,READ,0,717872,0,62861426340790,62861426351179,62861426423601,10389,72422
270,15,READ,0,717874,0,62861426347889,62861426355370,62861426431031,7481,75661
272,15,READ,0,717878,0,62861426384642,62861426391518,62861426467005,6876,75487
271,15,READ,0,717876,0,62861426377747,62861426389963,62861426493096,12216,103133
274,15,READ,0,717882,0,62861426426803,62861426433108,62861426506955,6305,73847
273,15,READ,0,717880,0,62861426392078,62861426405363,62861426516551,13285,111188
275,15,READ,0,717884,0,62861426432653,62861426436864,62861426519595,4211,82731
276,15,READ,0,717886,0,62861426439840,62861426449498,62861426533535,9658,84037
277,15,READ,0,717888,0,62861426451321,62861426459015,62861426542828,7694,83813
278,15,READ,0,717890,0,62861426464507,62861426471628,62861426557085,7121,85457
280,15,READ,0,717894,0,62861426510870,62861426513878,62861426587533,3008,73655
279,15,READ,0,717892,0,62861426479778,62861426490272,62861426599209,10494,108937
282,15,READ,0,717898,0,62861426544716,62861426550807,62861426628622,6091,77815
283,15,READ,0,717900,0,62861426555455,62861426561731,62861426630601,6276,68870
281,15,READ,0,717896,0,62861426540137,62861426549703,62861426633557,9566,83854
284,15,READ,0,717902,0,62861426562194,62861426571453,62861426663175,9259,91722
286,15,READ,0,717906,0,62861426583807,62861426593170,62861426663642,9363,70472
285,15,READ,0,717904,0,62861426574409,62861426580854,62861426668733,6445,87879
288,15,READ,0,717910,0,62861426616707,62861426624882,62861426711526,8175,86644
287,15,READ,0,717908,0,62861426603535,62861426608776,62861426723776,5241,115000
289,15,READ,0,717912,0,62861426647510,62861426653409,62861426733008,5899,79599
290,15,READ,0,717914,0,62861426662050,62861426670737,62861426762970,8687,92233
291,15,READ,0,717916,0,62861426670252,62861426683682,62861426765805,13430,82123
292,15,READ,0,717918,0,62861426700343,62861426710510,62861426796116,10167,85606
293,15,READ,0,717920,0,62861426707390,62861426714978,62861426811505,7588,96527
294,15,READ,0,717922,0,62861426721138,62861426727125,62861426815192,5987,88067
296,15,READ,0,717926,0,62861426741249,62861426744452,62861426816495,3203,72043
295,15,READ,0,717924,0,62861426733235,62861426741596,62861426824362,8361,82766
297,15,READ,0,717928,0,62861426755950,62861426762872,62861426856483,6922,93611
299,15,READ,0,717932,0,62861426804240,62861426812108,62861426885388,7868,73280
298,15,READ,0,717930,0,62861426784041,62861426797785,62861426891436,13744,93651
300,15,READ,0,717934,0,62861426818794,62861426823090,62861426895492,4296,72402
301,15,READ,0,717936,0,62861426826726,62861426830971,62861426917304,4245,86333
302,15,READ,0,717938,0,62861426837635,62861426844131,62861426931108,6496,86977
303,15,READ,0,717940,0,62861426850518,62861426857044,62861426931676,6526,74632
305,15,READ,0,717944,0,62861426873628,62861426880546,62861426968891,6918,88345
304,15,READ,0,717942,0,62861426865310,62861426878987,62861426976789,13677,97802
306,15,READ,0,717946,0,62861426916280,62861426927194,62861427016747,10914,89553
307,15,READ,0,717948,0,62861426922770,62861426928916,62861427018057,6146,89141
310,15,READ,0,717954,0,62861426964581,62861426970103,62861427041540,5522,71437
309,15,READ,0,717952,0,62861426948934,62861426959959,62861427055350,11025,95391
308,15,READ,0,717950,0,62861426941239,62861426950233,62861427056552,8994,106319
312,15,READ,0,717958,0,62861426997986,62861427005125,62861427095694,7139,90569
311,15,READ,0,717956,0,62861426991143,62861427002517,62861427105983,11374,103466
313,15,READ,0,717960,0,62861427037268,62861427047411,62861427120609,10143,73198
315,15,READ,0,717964,0,62861427054507,62861427065796,62861427168611,11289,102815
316,15,READ,0,717966,0,62861427060506,62861427068509,62861427168960,8003,100451
317,15,READ,0,717968,0,62861427080259,62861427090743,62861427178504,10484,87761
318,15,READ,0,717970,0,62861427102453,62861427112133,62861427198246,9680,86113
319,15,READ,0,717972,0,62861427122981,62861427125847,62861427200402,2866,74555
314,16,WRITE,0,717962,0,62861427043935,62861427049613,62861427217432,5678,167819
321,15,READ,0,717976,0,62861427138460,62861427144551,62861427230942,6091,86391
320,15,READ,0,717974,0,62861427129989,62861427134944,62861427233309,4955,98365
322,15,READ,0,717978,0,62861427186641,62861427194408,62861427276932,7767,82524
323,15,READ,0,717980,0,62861427198316,62861427205976,62861427289534,7660,83558
324,15,READ,0,717982,0,62861427224926,62861427241160,62861427312453,16234,71293
325,15,READ,0,717984,0,62861427235773,62861427245884,62861427341933,10111,96049
327,15,READ,0,717988,0,62861427250432,62861427259497,62861427348577,9065,89080
329,15,READ,0,717992,0,62861427266591,62861427272499,62861427349136,5908,76637
326,15,READ,0,717986,0,62861427240425,62861427245956,62861427349101,5531,103145
328,15,READ,0,717990,0,62861427255823,62861427267285,62861427355604,11462,88319
330,15,READ,0,717994,0,62861427290856,62861427294781,62861427366771,3925,71990
331,15,READ,0,717996,0,62861427304099,62861427310202,62861427386708,6103,76506
332,15,READ,0,717998,0,62861427335674,62861427348176,62861427436313,12502,88137
333,15,READ,0,718000,0,62861427365347,62861427376520,62861427450183,11173,73663
336,15,READ,0,718006,0,62861427384824,62861427395111,62861427468933,10287,73822
334,15,READ,0,718002,0,62861427371565,62861427377325,62861427471244,5760,93919
337,15,READ,0,718008,0,62861427390092,62861427394986,62861427473395,4894,78409
335,15,READ,0,718004,0,62861427381092,62861427390216,62861427492288,9124,102072
339,15,READ,0,718012,0,62861427399530,62861427404940,62861427492399,5410,87459
