procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 55156256  20848 7997388    0    0     4 132188 40795 75356  3  5 92  0  0
 8  0      0 57668576  20880 5429024    0    0     0 127800 41648 73164  2  6 92  0  0
 7  1      0 57370036  20912 5731348    0    0     0 131744 42294 77524  2  5 92  0  0
 6  1      0 57109636  21040 5976904    0    0     8 393296 55870 76511  2  6 91  1  0
11  0      0 57019056  21096 6024264    0    0     0 386836 44059 79146  3  7 89  1  0
 6  0      0 57228988  21124 5815588    0    0     0 131668 44590 82356  2  5 92  1  0
 6  0      0 56909056  21156 6128156    0    0     0 131660 46084 86699  2  5 92  1  0
 6  1      0 56822164  21188 6204304    0    0     0 131664 46191 87185  2  5 92  0  0
 3  0      0 57023784  21208 6021536    0    0     0 66188 43180 79407  3  5 92  0  0
 7  0      0 57130436  21240 5907468    0    0     0 131680 44153 82323  2  5 92  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 56809052  21272 6237652    0    0     0 131668 46826 89279  3  5 92  0  0
 3  0      0 56910164  21312 6117832    0    0     0 131688 45471 81772  3  6 91  1  0
 6  0      0 56513672  21408 6516188    0    0     0 139400 58764 84558  3  5 92  1  0
 5  1      0 56632768  21448 6396212    0    0     4 131692 44934 83905  3  5 92  0  0
 8  0      0 56010176  21512 7017432    0    0     0 385488 45519 82320  3  7 89  1  0
 6  0      0 56782576  21556 6357760    0    0     0 320992 44832 80601  3  7 89  1  0
 4  1      0 56905708  21592 6248364    0    0     0 131700 45772 85159  2  5 92  1  0
 4  0      0 56602640  21628 6558392    0    0     0 131708 45464 84921  2  5 92  1  0
 4  0      0 56718900  21708 6445708    0    0    52 131692 44498 82646  2  5 92  1  0
 3  1      0 56407628  21736 6750664    0    0     0 131640 45955 86707  3  5 92  1  0
 6  1      0 56574860  21760 6579348    0    0     0 65848 44908 83983  2  5 92  0  0
 5  0      0 56278632  21876 6875244    0    0     4 205280 60209 83231  3  5 91  1  0
 5  0      0 56397416  21912 6738412    0    0     0 131700 44924 84219  2  5 92  0  0
 2  1      0 56003972  21932 7107132    0    0     4 197344 46506 88001  3  5 92  0  0
 6  0      0 56090184  21968 6999136    0    0     0 66304 45946 87597  2  5 92  1  0
 5  0      0 55575184  22016 7489744    0    0     0 385972 46946 87644  3  6 90  1  0
 2  0      0 55687312  22092 7342572    0    0     4 387516 49239 92505  3  7 89  1  0
 2  0      0 55467004  22136 7570572    0    0     0 198292 47456 90239  2  5 92  1  0
 2  2      0 55083024  22180 7955804    0    0     0 156768 46288 88856  2  5 92  0  0
 5  0      0 54830356  22208 8205708    0    0     0 132184 46374 88933  3  5 92  0  0
 7  0      0 54466996  22324 8565648    0    0     4 205896 57931 90577  2  5 92  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  1      0 56272864  22360 6754584    0    0     0 109016 45210 81366  2  6 91  0  0
 5  0      0 56133292  22396 6887256    0    0     0 129100 45500 85215  3  5 92  1  0
 5  1      0 55951900  22412 7078368    0    0     0 65840 43886 81379  2  5 92  0  0
 4  0      0 55624648  22440 7406584    0    0     0 131652 45618 85671  3  4 92  1  0
 2  0      0 55892560  22484 7140828    0    0     0 124544 43971 81648  2  5 92  1  0
 9  0      0 55507840  22552 7524008    0    0     0 382232 46196 85420  3  5 91  1  0
 8  1      0 55424888  22608 7589652    0    0     0 386800 49479 92260  3  7 89  1  0
 3  0      0 56126188  22632 7069928    0    0     0 111856 45114 83844  2  5 92  0  0
 4  0      0 55815872  22660 7381796    0    0     0 82852 46912 88544  3  5 91  1  0
 2  0      0 56037948  22788 7151764    0    0     8 197776 56082 89539  2  5 92  1  0
 4  0      0 55726160  22816 7461060    0    0     0 131672 48082 90544  3  5 91  1  0
 3  1      0 55963848  22852 7211816    0    0     0 127016 46657 87715  2  5 92  1  0
 4  0      0 55645212  22880 7517980    0    0     0 131668 46915 89548  3  5 92  0  0
 2  2      0 55233316  22900 7905248    0    0     0 131588 47276 90842  3  5 92  0  0
 4  0      0 55586092  22940 7525636    0    0     0 61048 44223 82627  2  5 92  0  0
 3  0      0 55256944  22968 7837700    0    0     0 131692 45016 84619  3  5 92  0  0
 3  0      0 54912040  22996 8156832    0    0     0 131648 45069 84730  3  5 92  0  0
 7  1      0 54188756  23068 8852736    0    0     4 374904 45110 83481  3  7 89  1  0
 4  0      0 55145136  23212 7875976    0    0     4 460968 58382 96984  2  7 90  1  0
 3  1      0 54830272  23280 8195764    0    0     0 219264 50602 94171  2  5 92  1  0
 3  0      0 54546144  23308 8480996    0    0     0 114628 48615 93133  2  6 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 54232324  23336 8792956    0    0     0 132188 46549 88973  2  5 92  1  0
 6  1      0 53888964  23368 9137104    0    0     4 132180 46313 87669  2  5 92  1  0
 7  0      0 54173980  23436 8837768    0    0     0 259368 47902 90680  3  5 92  1  0
 5  0      0 55306556  23460 7710236    0    0     0 66024 43754 81644  2  5 92  1  0
 4  0      0 54998576  23484 8025020    0    0     0 131648 46637 89029  3  5 92  1  0
 4  0      0 55216548  23592 7802124    0    0     8 190736 58241 85783  2  5 92  1  0
 5  0      0 54903000  23616 8120848    0    0     0 131644 45933 86530  3  5 92  0  0
 5  0      0 54328812  23672 8693288    0    0     0 368632 47508 88750  3  6 90  1  0
 7  0      0 55107252  23704 8020876    0    0     0 321064 47771 88498  3  7 90  1  0
 2  0      0 54801132  23728 8327776    0    0     0 131676 46770 86032  2  5 92  1  0
10  0      0 54484912  23768 8649332    0    0     0 119860 47426 89976  3  5 92  1  0
 5  0      0 54154660  23792 8977140    0    0     0 131632 46494 87747  3  5 92  1  0
 4  0      0 53818948  23816 9311080    0    0     0 131808 47651 90400  3  5 92  0  0
