Script started on 2025-11-16 14:09:31+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
  214326   616187       18   25.81%           11       3386
  192534   302850       35   38.87%           11       4569
  266397   304610       18   46.65%           11       5758
  354456   303102       18   53.90%           11       6942
  464380   302714       18   60.54%           11       8125
  601235   300860       18   66.65%           11       9300
  786037   300520       18   72.34%           11      10474
 1039883   298795       18   77.68%           11      11641
 1444753   297268       18   82.94%           11      12801
 2009142   294054       18   87.23%           11      13950
 3115597   285915       18   91.59%           11      15067
 5554778   260703       18   95.52%           11      16086
 8606550   181952       19   97.93%           11      16797
 8555373    84271       18   99.02%           11      17126
 8797609    36989       18   99.58%           11      17271
10063007    16010       18   99.84%           11      17333
10388859     5153       18   99.95%           11      17354
10575523     1695       18   99.98%           11      17360
10669581      462       18  100.00%           11      17362
10068129      134       18  100.00%           11      17362
10527594       49       18  100.00%           11      17363
 9894716       17       18  100.00%           11      17363
10820123        8       18  100.00%           11      17363
10465088        1       18  100.00%           11      17363
10874803        0       20  100.00%           11      17363
10805200        0       19  100.00%           11      17363
10645039        2       18  100.00%           11      17363
10602337       34       18  100.00%           11      17363
 9662257       70       20  100.00%           11      16962

Script done on 2025-11-16 14:10:02+00:00 [COMMAND_EXIT_CODE="143"]
