Linux 5.15.0 (noslab-gpu) 	11/20/2025 	_x86_64_	(40 CPU)

01:08:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:08:43 PM   26    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:43 PM   27    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:43 PM   28    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:43 PM   29    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:43 PM   30    4.08    0.00   74.49    0.00    0.00    0.00    0.00    0.00    0.00   21.43
01:08:43 PM   31    3.00    0.00   65.00    0.00    0.00    0.00    0.00    0.00    0.00   32.00
01:08:43 PM   32    4.95    0.00   55.45    0.00    0.00    0.00    0.00    0.00    0.00   39.60
01:08:43 PM   33    1.00    0.00   62.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
01:08:43 PM   34    9.18    0.00   66.33    1.02    0.00    0.00    0.00    0.00    0.00   23.47
01:08:43 PM   35    9.18    0.00   56.12    0.00    0.00    0.00    0.00    0.00    0.00   34.69
01:08:43 PM   36    5.05    0.00   64.65    0.00    0.00    0.00    0.00    0.00    0.00   30.30
01:08:43 PM   37    4.04    0.00   61.62    0.00    0.00    0.00    0.00    0.00    0.00   34.34
01:08:43 PM   38    5.88    0.00   64.71    0.00    0.00    0.00    0.00    0.00    0.00   29.41
01:08:43 PM   39    4.00    0.00   65.00    0.00    0.00    0.00    0.00    0.00    0.00   31.00

01:08:43 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:08:44 PM  all    4.81    0.00   82.28    0.13    0.00    0.00    0.00    0.00    0.00   12.78
01:08:44 PM    0    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    1    1.01    0.00   98.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    2    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    3    2.97    0.00   97.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    4    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    5    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    6    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    7    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    8    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM    9    3.03    0.00   94.95    0.00    0.00    0.00    0.00    0.00    0.00    2.02
01:08:44 PM   10    4.00    0.00   68.00    1.00    0.00    0.00    0.00    0.00    0.00   27.00
01:08:44 PM   11    5.00    0.00   65.00    1.00    0.00    0.00    0.00    0.00    0.00   29.00
01:08:44 PM   12   14.00    0.00   62.00    0.00    0.00    0.00    0.00    0.00    0.00   24.00
01:08:44 PM   13    5.00    0.00   77.00    0.00    0.00    0.00    0.00    0.00    0.00   18.00
01:08:44 PM   14    4.95    0.00   72.28    0.99    0.00    0.00    0.00    0.00    0.00   21.78
01:08:44 PM   15   16.67    0.00   53.12    0.00    0.00    0.00    0.00    0.00    0.00   30.21
01:08:44 PM   16    5.88    0.00   62.75    0.00    0.00    0.00    0.00    0.00    0.00   31.37
01:08:44 PM   17    2.02    0.00   81.82    0.00    0.00    0.00    0.00    0.00    0.00   16.16
01:08:44 PM   18    7.92    0.00   61.39    0.00    0.00    0.00    0.00    0.00    0.00   30.69
01:08:44 PM   19    5.00    0.00   71.00    0.00    0.00    0.00    0.00    0.00    0.00   24.00
01:08:44 PM   20    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   21    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   22    3.96    0.00   96.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   23    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   24    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   25    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   26    0.99    0.00   99.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   27    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   28    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:44 PM   29    1.01    0.00   95.96    0.00    0.00    0.00    0.00    0.00    0.00    3.03
01:08:44 PM   30    5.05    0.00   66.67    0.00    0.00    0.00    0.00    0.00    0.00   28.28
01:08:44 PM   31   15.15    0.00   56.57    1.01    0.00    0.00    0.00    0.00    0.00   27.27
01:08:44 PM   32   14.85    0.00   57.43    0.99    0.00    0.00    0.00    0.00    0.00   26.73
01:08:44 PM   33    5.00    0.00   78.00    0.00    0.00    0.00    0.00    0.00    0.00   17.00
01:08:44 PM   34    5.00    0.00   68.00    0.00    0.00    0.00    0.00    0.00    0.00   27.00
01:08:44 PM   35    9.09    0.00   64.65    0.00    0.00    0.00    0.00    0.00    0.00   26.26
01:08:44 PM   36    4.08    0.00   73.47    0.00    0.00    0.00    0.00    0.00    0.00   22.45
01:08:44 PM   37    5.05    0.00   73.74    0.00    0.00    0.00    0.00    0.00    0.00   21.21
01:08:44 PM   38   19.79    0.00   50.00    0.00    0.00    0.00    0.00    0.00    0.00   30.21
01:08:44 PM   39    8.08    0.00   62.63    0.00    0.00    0.00    0.00    0.00    0.00   29.29

01:08:44 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:08:45 PM  all    4.41    0.00   82.84    0.00    0.00    0.00    0.00    0.00    0.00   12.74
01:08:45 PM    0    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM    1    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM    2    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM    3    2.02    0.00   89.90    0.00    0.00    0.00    0.00    0.00    0.00    8.08
01:08:45 PM    4    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM    5    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM    6    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM    7    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM    8    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM    9    2.97    0.00   97.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   10   10.89    0.00   65.35    0.00    0.00    0.00    0.00    0.00    0.00   23.76
01:08:45 PM   11    5.94    0.00   64.36    0.00    0.00    0.00    0.00    0.00    0.00   29.70
01:08:45 PM   12    4.00    0.00   85.00    0.00    0.00    0.00    0.00    0.00    0.00   11.00
01:08:45 PM   13    4.00    0.00   79.00    0.00    0.00    0.00    0.00    0.00    0.00   17.00
01:08:45 PM   14    2.00    0.00   76.00    0.00    0.00    0.00    0.00    0.00    0.00   22.00
01:08:45 PM   15   17.00    0.00   73.00    0.00    0.00    0.00    0.00    0.00    0.00   10.00
01:08:45 PM   16    4.04    0.00   77.78    0.00    0.00    0.00    0.00    0.00    0.00   18.18
01:08:45 PM   17    5.10    0.00   63.27    0.00    0.00    0.00    0.00    0.00    0.00   31.63
01:08:45 PM   18    9.00    0.00   67.00    0.00    0.00    0.00    0.00    0.00    0.00   24.00
01:08:45 PM   19    3.00    0.00   77.00    0.00    0.00    0.00    0.00    0.00    0.00   20.00
01:08:45 PM   20    1.01    0.00   98.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   21    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   22    4.00    0.00   96.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   23    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   24    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   25    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   26    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   27    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   28    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   29    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:45 PM   30    4.04    0.00   73.74    0.00    0.00    0.00    0.00    0.00    0.00   22.22
01:08:45 PM   31   10.20    0.00   59.18    0.00    0.00    0.00    0.00    0.00    0.00   30.61
01:08:45 PM   32   10.00    0.00   66.00    0.00    0.00    0.00    0.00    0.00    0.00   24.00
01:08:45 PM   33    8.16    0.00   52.04    0.00    0.00    0.00    0.00    0.00    0.00   39.80
01:08:45 PM   34    4.04    0.00   67.68    0.00    0.00    0.00    0.00    0.00    0.00   28.28
01:08:45 PM   35   18.00    0.00   48.00    0.00    0.00    0.00    0.00    0.00    0.00   34.00
01:08:45 PM   36    4.00    0.00   74.00    0.00    0.00    0.00    0.00    0.00    0.00   22.00
01:08:45 PM   37    6.06    0.00   58.59    0.00    0.00    0.00    0.00    0.00    0.00   35.35
01:08:45 PM   38    5.10    0.00   62.24    0.00    0.00    0.00    0.00    0.00    0.00   32.65
01:08:45 PM   39    6.00    0.00   67.00    0.00    0.00    0.00    0.00    0.00    0.00   27.00

01:08:45 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:08:46 PM  all    4.84    0.00   83.76    0.00    0.00    0.00    0.00    0.00    0.00   11.39
01:08:46 PM    0    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    1    4.00    0.00   96.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    2    4.95    0.00   95.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    3    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    4    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    5    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    6    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    7    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    8    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM    9    1.01    0.00   98.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   10    3.03    0.00   71.72    0.00    0.00    0.00    0.00    0.00    0.00   25.25
01:08:46 PM   11    9.28    0.00   63.92    0.00    0.00    0.00    0.00    0.00    0.00   26.80
01:08:46 PM   12    3.06    0.00   77.55    0.00    0.00    0.00    0.00    0.00    0.00   19.39
01:08:46 PM   13    3.00    0.00   67.00    0.00    0.00    0.00    0.00    0.00    0.00   30.00
01:08:46 PM   14    6.06    0.00   70.71    0.00    0.00    0.00    0.00    0.00    0.00   23.23
01:08:46 PM   15    5.10    0.00   82.65    0.00    0.00    0.00    0.00    0.00    0.00   12.24
01:08:46 PM   16    5.00    0.00   76.00    0.00    0.00    0.00    0.00    0.00    0.00   19.00
01:08:46 PM   17    3.96    0.00   70.30    0.00    0.00    0.00    0.00    0.00    0.00   25.74
01:08:46 PM   18   15.31    0.00   72.45    0.00    0.00    0.00    0.00    0.00    0.00   12.24
01:08:46 PM   19   10.20    0.00   54.08    0.00    0.00    0.00    0.00    0.00    0.00   35.71
01:08:46 PM   20    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   21    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   22    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   23    2.97    0.00   97.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   24    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   25    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   26    3.03    0.00   96.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   27    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   28    0.99    0.00   99.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   29    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:46 PM   30   14.29    0.00   65.31    0.00    0.00    0.00    0.00    0.00    0.00   20.41
01:08:46 PM   31   18.18    0.00   40.40    0.00    0.00    0.00    0.00    0.00    0.00   41.41
01:08:46 PM   32    3.03    0.00   66.67    0.00    0.00    0.00    0.00    0.00    0.00   30.30
01:08:46 PM   33    6.06    0.00   73.74    0.00    0.00    0.00    0.00    0.00    0.00   20.20
01:08:46 PM   34    4.90    0.00   77.45    0.00    0.00    0.00    0.00    0.00    0.00   17.65
01:08:46 PM   35    5.00    0.00   82.00    0.00    0.00    0.00    0.00    0.00    0.00   13.00
01:08:46 PM   36    4.95    0.00   83.17    0.00    0.00    0.00    0.00    0.00    0.00   11.88
01:08:46 PM   37    4.95    0.00   66.34    0.00    0.00    0.00    0.00    0.00    0.00   28.71
01:08:46 PM   38    8.08    0.00   69.70    0.00    0.00    0.00    0.00    0.00    0.00   22.22
01:08:46 PM   39   17.00    0.00   61.00    0.00    0.00    0.00    0.00    0.00    0.00   22.00

01:08:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:08:47 PM  all    4.47    0.00   80.58    0.00    0.00    0.00    0.00    0.00    0.00   14.96
01:08:47 PM    0    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    1    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    2    1.01    0.00   98.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    3    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    4    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    5    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    6    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    7    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    8    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM    9    2.97    0.00   97.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   10    2.97    0.00   72.28    0.00    0.00    0.00    0.00    0.00    0.00   24.75
01:08:47 PM   11    4.00    0.00   76.00    0.00    0.00    0.00    0.00    0.00    0.00   20.00
01:08:47 PM   12    5.05    0.00   68.69    0.00    0.00    0.00    0.00    0.00    0.00   26.26
01:08:47 PM   13   20.00    0.00   62.00    0.00    0.00    0.00    0.00    0.00    0.00   18.00
01:08:47 PM   14   12.00    0.00   64.00    0.00    0.00    0.00    0.00    0.00    0.00   24.00
01:08:47 PM   15   10.31    0.00   56.70    0.00    0.00    0.00    0.00    0.00    0.00   32.99
01:08:47 PM   16    5.05    0.00   62.63    0.00    0.00    0.00    0.00    0.00    0.00   32.32
01:08:47 PM   17    2.02    0.00   71.72    0.00    0.00    0.00    0.00    0.00    0.00   26.26
01:08:47 PM   18    6.06    0.00   52.53    0.00    0.00    0.00    0.00    0.00    0.00   41.41
01:08:47 PM   19    6.00    0.00   68.00    0.00    0.00    0.00    0.00    0.00    0.00   26.00
01:08:47 PM   20    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   21    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   22    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   23    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   24    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   25    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   26    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   27    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   28    4.00    0.00   96.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   29    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:47 PM   30    4.00    0.00   67.00    0.00    0.00    0.00    0.00    0.00    0.00   29.00
01:08:47 PM   31   11.11    0.00   60.61    0.00    0.00    0.00    0.00    0.00    0.00   28.28
01:08:47 PM   32    3.00    0.00   57.00    0.00    0.00    0.00    0.00    0.00    0.00   40.00
01:08:47 PM   33   16.33    0.00   53.06    0.00    0.00    0.00    0.00    0.00    0.00   30.61
01:08:47 PM   34   10.89    0.00   47.52    0.00    0.00    0.00    0.00    0.00    0.00   41.58
01:08:47 PM   35    7.14    0.00   59.18    0.00    0.00    0.00    0.00    0.00    0.00   33.67
01:08:47 PM   36    3.03    0.00   66.67    0.00    0.00    0.00    0.00    0.00    0.00   30.30
01:08:47 PM   37    3.03    0.00   65.66    0.00    0.00    0.00    0.00    0.00    0.00   31.31
01:08:47 PM   38    8.08    0.00   62.63    0.00    0.00    0.00    0.00    0.00    0.00   29.29
01:08:47 PM   39    4.04    0.00   61.62    0.00    0.00    0.00    0.00    0.00    0.00   34.34

01:08:47 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:08:48 PM  all    5.20    0.00   80.22    0.00    0.00    0.00    0.00    0.00    0.00   14.58
01:08:48 PM    0    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM    1    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM    2    2.97    0.00   92.08    0.00    0.00    0.00    0.00    0.00    0.00    4.95
01:08:48 PM    3    2.97    0.00   97.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM    4    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM    5    4.00    0.00   96.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM    6    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM    7    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM    8    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM    9    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   10    6.06    0.00   73.74    0.00    0.00    0.00    0.00    0.00    0.00   20.20
01:08:48 PM   11   12.12    0.00   63.64    0.00    0.00    0.00    0.00    0.00    0.00   24.24
01:08:48 PM   12    9.00    0.00   64.00    0.00    0.00    0.00    0.00    0.00    0.00   27.00
01:08:48 PM   13    6.00    0.00   57.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
01:08:48 PM   14    8.08    0.00   58.59    0.00    0.00    0.00    0.00    0.00    0.00   33.33
01:08:48 PM   15    4.95    0.00   74.26    0.00    0.00    0.00    0.00    0.00    0.00   20.79
01:08:48 PM   16    4.00    0.00   59.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
01:08:48 PM   17   12.00    0.00   57.00    0.00    0.00    0.00    0.00    0.00    0.00   31.00
01:08:48 PM   18    7.92    0.00   61.39    0.00    0.00    0.00    0.00    0.00    0.00   30.69
01:08:48 PM   19   12.12    0.00   64.65    0.00    0.00    0.00    0.00    0.00    0.00   23.23
01:08:48 PM   20    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   21    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   22    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   23    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   24    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   25    3.96    0.00   96.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   26    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   27    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   28    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   29    2.97    0.00   97.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:48 PM   30   11.88    0.00   69.31    0.00    0.00    0.00    0.00    0.00    0.00   18.81
01:08:48 PM   31   11.22    0.00   55.10    0.00    0.00    0.00    0.00    0.00    0.00   33.67
01:08:48 PM   32    2.00    0.00   66.00    0.00    0.00    0.00    0.00    0.00    0.00   32.00
01:08:48 PM   33   10.20    0.00   57.14    0.00    0.00    0.00    0.00    0.00    0.00   32.65
01:08:48 PM   34   12.12    0.00   53.54    0.00    0.00    0.00    0.00    0.00    0.00   34.34
01:08:48 PM   35    5.00    0.00   76.00    0.00    0.00    0.00    0.00    0.00    0.00   19.00
01:08:48 PM   36    9.18    0.00   61.22    0.00    0.00    0.00    0.00    0.00    0.00   29.59
01:08:48 PM   37    8.82    0.00   59.80    0.00    0.00    0.00    0.00    0.00    0.00   31.37
01:08:48 PM   38    5.00    0.00   59.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
01:08:48 PM   39    9.09    0.00   62.63    0.00    0.00    0.00    0.00    0.00    0.00   28.28

01:08:48 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:08:49 PM  all    4.63    0.00   81.72    0.03    0.00    0.00    0.00    0.00    0.00   13.62
01:08:49 PM    0    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    1    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    2    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    3    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    4    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    5    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    6    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    7    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    8    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM    9    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   10    4.90    0.00   79.41    0.00    0.00    0.00    0.00    0.00    0.00   15.69
01:08:49 PM   11   22.00    0.00   50.00    0.00    0.00    0.00    0.00    0.00    0.00   28.00
01:08:49 PM   12    4.12    0.00   70.10    0.00    0.00    0.00    0.00    0.00    0.00   25.77
01:08:49 PM   13    8.91    0.00   64.36    0.00    0.00    0.00    0.00    0.00    0.00   26.73
01:08:49 PM   14    6.19    0.00   64.95    0.00    0.00    0.00    0.00    0.00    0.00   28.87
01:08:49 PM   15    4.04    0.00   74.75    0.00    0.00    0.00    0.00    0.00    0.00   21.21
01:08:49 PM   16    5.15    0.00   49.48    0.00    0.00    0.00    0.00    0.00    0.00   45.36
01:08:49 PM   17    3.00    0.00   72.00    0.00    0.00    0.00    0.00    0.00    0.00   25.00
01:08:49 PM   18    4.00    0.00   66.00    0.00    0.00    0.00    0.00    0.00    0.00   30.00
01:08:49 PM   19    5.05    0.00   73.74    0.00    0.00    0.00    0.00    0.00    0.00   21.21
01:08:49 PM   20    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   21    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   22    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   23    1.01    0.00   98.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   24    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   25    1.01    0.00   98.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   26    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   27    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   28    1.98    0.00   98.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   29    1.01    0.00   98.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:49 PM   30    6.19    0.00   58.76    0.00    0.00    0.00    0.00    0.00    0.00   35.05
01:08:49 PM   31   18.95    0.00   47.37    1.05    0.00    0.00    0.00    0.00    0.00   32.63
01:08:49 PM   32    4.04    0.00   71.72    0.00    0.00    0.00    0.00    0.00    0.00   24.24
01:08:49 PM   33   10.10    0.00   58.59    0.00    0.00    0.00    0.00    0.00    0.00   31.31
01:08:49 PM   34    3.96    0.00   72.28    0.00    0.00    0.00    0.00    0.00    0.00   23.76
01:08:49 PM   35    5.00    0.00   78.00    0.00    0.00    0.00    0.00    0.00    0.00   17.00
01:08:49 PM   36   14.00    0.00   68.00    0.00    0.00    0.00    0.00    0.00    0.00   18.00
01:08:49 PM   37    8.16    0.00   58.16    0.00    0.00    0.00    0.00    0.00    0.00   33.67
01:08:49 PM   38    4.00    0.00   66.00    0.00    0.00    0.00    0.00    0.00    0.00   30.00
01:08:49 PM   39    9.00    0.00   56.00    0.00    0.00    0.00    0.00    0.00    0.00   35.00

01:08:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:08:50 PM  all    5.24    0.00   82.56    0.00    0.00    0.00    0.00    0.00    0.00   12.20
01:08:50 PM    0    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:50 PM    1    2.00    0.00   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:50 PM    2    1.00    0.00   99.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:08:50 PM    3    2.02    0.00   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
