Script started on 2025-11-16 16:12:03+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
       0  3239051        0    0.00%           12      13994
       0  1494990        0    0.00%           12      20256
       0  1495064        0    0.00%           12      26523
       0  1495884        0    0.00%           12      31657
  675491   967452        3   41.11%           12      20175
  999587  1144259        0   46.63%           12      24646
 1023284  1171678        0   46.62%           12      28705
  972890  1111675        0   46.67%           12      27731
  985406  1102642       59   47.19%           14      21486
 1115537  1264417        0   46.87%           14      26429
 1125768  1287639        0   46.65%           14      29924
 1049186  1163362        0   47.42%           14      20012
 1111299  1271181        0   46.64%           14      24220
 1126969  1289639        0   46.63%           14      27918
 1079026  1232878        4   46.67%           14      24865
 1108610  1268822        0   46.63%           14      22498
 1119139  1280875        0   46.63%           14      26484
 1118926  1278646        0   46.67%           14      26463
 1101009  1233548        0   47.16%           14      24015
 1128270  1280546        0   46.84%           14      25021
 1134422  1297463        0   46.65%           14      25930
 1093903  1251770        0   46.63%           14      26402
 1090133  1246070        0   46.66%           14      23990
 1103271  1261595        0   46.65%           14      24675
 1102559  1260887        0   46.65%           14      27365
 1082811  1237728        0   46.66%           14      24749
 1100880  1259729        0   46.64%           14      24061
 1139944  1304780        0   46.63%           14      27223

Script done on 2025-11-16 16:12:34+00:00 [COMMAND_EXIT_CODE="143"]
