Script started on 2025-11-16 16:16:43+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
       0  2915913       75    0.00%           12      13104
       0  1493287       62    0.00%           12      19372
       0  1495840       62    0.00%           12      25647
  101622  1781165       75    5.40%           12      29290
  631289  1256737       78   33.44%           12      20934
 1079796  1232938       80   46.69%           12      24875
 1191477  1362437       89   46.65%           12      28047
 1156769  1318127       31   46.74%           12      24021
 1299674  1451837      101   47.23%           12      22727
 1285948  1469681       96   46.67%           12      27715
 1327002  1515029      123   46.69%           12      25984
 1368755  1565748      146   46.64%           12      24024
 1359812  1552197      113   46.70%           12      27986
 1316285  1505269      102   46.65%           12      24397
 1357901  1551515      106   46.67%           12      25249
 1341630  1531673      169   46.69%           13      26055
 1345585  1536613      142   46.69%           13      22873
 1283037  1467269      126   46.65%           13      26542
 1382477  1491955      112   48.10%           13      26522
 1382513  1581095      105   46.65%           13      23393
 1316128  1502823      127   46.69%           13      27257
 1340477  1531613      162   46.67%           13      26318
 1316809  1504865      114   46.67%           13      23952
 1317035  1505586      121   46.66%           13      26089
 1337654  1528699      110   46.67%           13      24330
 1369882  1565828      119   46.66%           13      25532
 1366441  1560573      150   46.68%           13      26281
 1318424  1507173      118   46.66%           13      23651
 1351761  1446977      212   48.30%           13      26273

Script done on 2025-11-16 16:17:14+00:00 [COMMAND_EXIT_CODE="143"]
