Script started on 2025-11-16 16:14:38+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
  249837   852626       16   22.66%           12       4104
  158545   394170       33   28.68%           12       5644
  149217   322095       18   31.66%           12       6902
  245767   412944       45   37.31%           13       8512
  164309   286380       27   36.46%           13       9631
  213204   342310       25   38.38%           13      10968
  278824   411509       22   40.39%           13      12575
  187217   261079       35   41.76%           13      13595
  273696   361758       52   43.07%           13      15009
  414742   507172       27   44.99%           13      16989
  492078   532364       30   48.03%           13      19069
  592234   564131       23   51.22%           13      21273
  652208   515057       36   55.87%           13      23284
  613132   370550       27   62.33%           13      24733
 1279416   605872       28   67.86%           13      27099
 3207052   750672       27   81.03%           13      30031
 7094169   559450       90   92.69%           13      32211
10089295   240621       51   97.67%           13      33151
11650513    74457       51   99.36%           13      33441
12190763    19312       38   99.84%           13      33517
12266221     4580       42   99.96%           13      33537
12345797     1256       81   99.99%           14      33545
12142151      238       43  100.00%           14      33547
12240960       55       44  100.00%           14      33547
12195816        6       45  100.00%           14      33547
12254857        0       35  100.00%           14      33548
12264770        0       92  100.00%           14      33548
12171223        0       43  100.00%           14      33548
11614057        0      138  100.00%           14      33307

Script done on 2025-11-16 16:15:09+00:00 [COMMAND_EXIT_CODE="143"]
