Script started on 2025-11-16 16:07:34+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
       0  3160601        0    0.00%           11      14005
       0  1492140        0    0.00%           11      20265
       0  1494488        0    0.00%           11      26535
       0  1493297        0    0.00%           11      31652
  662567   952669        3   41.02%           11      20122
 1014069  1160798        5   46.63%           11      24637
 1016889  1164134        0   46.62%           11      28716
 1016554  1126919        0   47.43%           13      27933
  947935  1088682        0   46.54%           13      21475
 1110005  1269497        0   46.65%           13      26290
 1143397  1308299        0   46.64%           13      30638
  998680  1141989        0   46.65%           13      19621
 1110401  1270311        0   46.64%           13      24076
 1153555  1320015        0   46.64%           13      28676
 1069411  1222104        0   46.67%           13      25515
 1091670  1249355        0   46.63%           13      22499
 1145191  1310324        0   46.64%           13      27442
 1139574  1265574        0   47.38%           13      27512
 1031403  1178859        0   46.66%           13      20854
 1121302  1283908        0   46.62%           13      25799
 1119180  1280170        0   46.65%           13      27357
 1066304  1218271        0   46.67%           13      23014
 1111204  1271503        0   46.64%           13      24140
 1141923  1306791        0   46.63%           13      27200
 1110706  1270116        0   46.65%           13      27269
 1049383  1200152        0   46.65%           13      22508
 1141634  1305694        0   46.65%           13      26813
 1162139  1278392        0   47.62%           13      28393

Script done on 2025-11-16 16:08:05+00:00 [COMMAND_EXIT_CODE="143"]
