Linux 5.15.0 (noslab-gpu) 	11/20/2025 	_x86_64_	(40 CPU)

05:03:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:03:34 AM  all    0.20    0.00    0.50    0.05    0.00    0.00    0.00    0.00    0.00   99.25
05:03:34 AM    0    0.99    0.00    0.99    0.99    0.00    0.00    0.00    0.00    0.00   97.03
05:03:34 AM    1    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
05:03:34 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM    3    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
05:03:34 AM    4    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
05:03:34 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM    6    1.98    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   95.05
05:03:34 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM    8    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:03:34 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   10    0.00    0.00    0.99    0.99    0.00    0.00    0.00    0.00    0.00   98.02
05:03:34 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   20    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
05:03:34 AM   21    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
05:03:34 AM   22    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:03:34 AM   23    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:03:34 AM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   25    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:03:34 AM   26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   27    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
05:03:34 AM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   29    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
05:03:34 AM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   31    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
05:03:34 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:03:34 AM   39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

05:03:34 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:03:35 AM  all    2.55    0.00    3.35   16.11    0.00    0.00    0.00    0.00    0.00   77.99
05:03:35 AM    0    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
05:03:35 AM    1    2.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.96
05:03:35 AM    2    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
05:03:35 AM    3    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
05:03:35 AM    4    3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:03:35 AM    5    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
05:03:35 AM    6    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
05:03:35 AM    7    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
