Script started on 2025-11-15 09:47:52+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
     904        8      116   99.12%           17        450
       5        0      115  100.00%           17        450
      36        0      134  100.00%           17        450
       5        2      117   71.43%           17        450
       3        0      116  100.00%           17        450
      19        2      115   90.48%           17        450
       3        0      115  100.00%           17        450
      14        0      123  100.00%           17        450
       3        0      115  100.00%           17        450
       7        0      116  100.00%           17        450
       3        0      115  100.00%           17        450
       7        0      115  100.00%           17        450
      13        0      119  100.00%           17        450
       5        0      117  100.00%           17        450
       5        0      116  100.00%           17        450
       5        0      115  100.00%           17        450
       6        0      116  100.00%           17        450
      11        0      123  100.00%           17        450
       5        0      115  100.00%           17        450
       5        0      116  100.00%           17        450
       5        0      115  100.00%           17        450
       5        0      116  100.00%           17        450
      19        0      121  100.00%           17        450
       6        0      120  100.00%           17        450
       5        0      115  100.00%           17        450
       5        0      115  100.00%           17        450
       5        0      116  100.00%           17        450
       2        0      121  100.00%           17        450
      19        0      120  100.00%           17        450
       5        0      115  100.00%           17        450
       5        0      116  100.00%           17        450
       7        0      115  100.00%           17        450
       1        0      119  100.00%           17        450
      12        0      123  100.00%           17        450
       5        0      115  100.00%           17        450
       5        0      116  100.00%           17        450
       5        0      115  100.00%           17        450

Script done on 2025-11-15 09:48:32+00:00 [COMMAND_EXIT_CODE="143"]
