procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  1      0 57486344  27032 5500740    0    0     0 301620 51120 96278  3  6 90  1  0
 6  1      0 57126256  27068 5858248    0    0     0 131688 54374 107158  2  4 93  1  0
 5  0      0 57652116  27104 5332460    0    0     0 131680 50425 97207  2  4 93  1  0
 7  0      0 57323984  27144 5660852    0    0     0 131780 51968 102006  3  3 93  1  0
 8  1      0 56999092  27180 5986020    0    0     0 131680 51205 100468  3  4 93  1  0
 5  1      0 57272548  27216 5691900    0    0     0 132016 50940 97267  3  4 93  1  0
 7  0      0 57116436  27244 5826004    0    0     0 132212 48506 94780  3  4 93  1  0
 5  0      0 56746116  27288 6167544    0    0     0 198292 51324 102509  3  4 93  1  0
 6  1      0 56441104  27336 6450712    0    0     0 160476 47786 92217  3  4 92  1  0
 7  1      0 56041440  27368 6824260    0    0     0 132192 46747 90077  3  4 93  0  0
 6  1      0 55600660  27444 7242568    0    0     0 400988 49926 95072  2  4 92  1  0
 5  0      0 57351932  27496 5464760    0    0     0 302044 54727 104331  3  6 90  1  0
 7  1      0 56973912  27532 5840016    0    0     0 125092 54960 107316  2  4 93  1  0
 9  0      0 57006496  27580 5808248    0    0     0 124812 52688 101764  3  4 93  1  0
 9  0      0 56642836  27608 6175584    0    0     0 131664 54399 106803  2  4 93  1  0
 9  0      0 56684256  27644 6116228    0    0     0 123056 54016 103418  3  4 93  1  0
 6  1      0 56402676  27696 6393036    0    0     0 185956 53830 106321  3  4 93  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 56812340  27696 5982220    0    0     0     0 46900 89578  1  2 96  0  0
 4  0      0 56692892  27708 6101584    0    0     0    88 45924 86967  2  2 96  0  0
 4  0      0 56573444  27708 6221008    0    0     0     0 45403 86480  1  2 96  0  0
 5  0      0 56463320  27708 6331156    0    0     0     0 42915 79729  1  2 96  0  0
 5  1      0 56351264  27728 6442924    0    0     0 233628 43895 81476  1  2 96  1  0
 8  0      0 57045320  27760 5914932    0    0     0 190212 44390 80972  2  4 92  1  0
 4  0      0 56695484  27816 6262420    0    0     0 198380 51651 99870  2  4 93  1  0
13  0      0 56354844  27852 6601280    0    0     0 149004 47026 89999  3  4 93  1  0
 6  0      0 55989992  27880 6955248    0    0     0 132192 47159 87328  3  4 92  0  0
 7  0      0 55757112  27940 7214100    0    0     4 199028 46696 85086  3  4 92  1  0
 7  0      0 57136304  27972 5822056    0    0     0 81432 46282 87535  2  4 93  1  0
 4  0      0 56748396  28000 6183888    0    0     0 131700 53815 101986  3  5 92  1  0
 7  0      0 56351740  28036 6560644    0    0     0 116012 53350 105416  3  4 93  1  0
 8  1      0 56424596  28080 6452980    0    0     0 162240 55120 108895  3  4 93  1  0
 3  0      0 56028096  28144 6817112    0    0   348 131988 57094 110523  3  5 91  1  0
 5  1      0 55529064  28208 7304964    0    0     0 385452 58231 113120  3  4 92  1  0
 3  1      0 56887312  28268 5938528    0    0     0 269312 53763 103542  3  5 91  1  0
 3  1      0 56493120  28296 6326708    0    0     0 131644 54997 108298  3  4 92  1  0
 2  1      0 56332556  28316 6448956    0    0     0 33072 49962 93577  2  3 95  1  0
 1  0      0 56191484  28328 6571044    0    0     0   372 49523 92573  2  3 95  0  0
 4  0      0 56071044  28328 6691064    0    0     0     0 47039 90020  2  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 55961184  28328 6801496    0    0     0     0 43800 82516  1  2 96  0  0
 1  0      0 55849296  28328 6913432    0    0     0     0 44091 83189  1  2 96  0  0
 1  0      0 55741188  28336 7022264    0    0     0    44 42913 80706  1  2 96  0  0
 2  1      0 55628068  28352 7135024    0    0     0   292 43627 83460  2  2 96  0  0
 4  0      0 55321916  28368 7443796    0    0     0 253800 45338 83667  2  3 95  1  0
 2  0      0 56254796  28404 6679696    0    0     0 236192 47954 88305  2  4 93  1  0
 3  1      0 55885104  28428 7057176    0    0     0 198208 48059 92354  2  4 93  1  0
 2  0      0 55606884  28464 7336464    0    0     0 128468 46003 86446  3  4 93  1  0
